date,canton,cases,sequenced,b117
2021-02-12,SO,24,6,2
2021-02-12,SZ,25,4,3
2021-02-12,TG,26,0,0
2021-02-12,TI,37,0,0
2021-02-12,UR,2,0,0
2021-02-12,VD,166,4,2
2021-02-12,VS,61,2,2
2021-02-12,ZG,19,0,0
2021-02-12,ZH,181,10,4
2021-02-13,AG,47,4,2
2021-02-13,AI,1,0,0
2021-02-13,BE,59,11,3
2021-02-13,BL,19,13,8
2021-02-13,BS,11,4,1
2021-02-13,FL,1,0,0
2021-02-13,FR,38,0,0
2021-02-13,GE,92,1,1
2021-02-13,GL,3,0,0
2021-02-13,GR,12,1,1
2021-02-13,JU,10,0,0
2021-02-13,LU,20,0,0
2021-02-13,NE,34,5,3
2021-02-13,NW,2,0,0
2021-02-13,OW,5,0,0
2021-02-13,SG,24,0,0
2021-02-13,SH,6,4,0
2021-02-13,SO,20,10,3
2021-02-13,SZ,2,2,0
2021-02-13,TG,21,6,2
2021-02-13,TI,20,0,0
2021-02-13,UR,2,1,0
2021-02-13,VD,115,10,7
2021-02-13,VS,34,2,2
2021-02-13,ZG,9,0,0
2021-02-13,ZH,112,6,3
2021-02-14,AG,23,3,0
2021-02-14,AR,2,0,0
2021-02-14,BE,48,4,0
2021-02-14,BL,14,5,1
2021-02-14,BS,7,0,0
2021-02-14,FL,1,0,0
2021-02-14,FR,11,0,0
2021-02-14,GE,47,0,0
2021-02-14,GL,1,0,0
2021-02-14,GR,10,2,2
2021-02-14,JU,9,0,0
2021-02-14,LU,16,0,0
2021-02-14,NE,19,3,0
2021-02-14,OW,7,0,0
2021-02-14,SG,12,0,0
2021-02-14,SH,5,0,0
2021-02-14,SO,14,9,3
2021-02-14,SZ,4,0,0
2021-02-14,TG,10,0,0
2021-02-14,TI,18,0,0
2021-02-14,VD,91,7,4
2021-02-14,VS,34,1,0
2021-02-14,ZG,8,0,0
2021-02-14,ZH,73,3,1
2021-02-15,AG,94,9,3
2021-02-15,AI,2,0,0
2021-02-15,AR,18,0,0
2021-02-15,BE,119,9,1
2021-02-15,BL,41,12,3
2021-02-15,BS,13,4,0
2021-02-15,FL,1,0,0
2021-02-15,FR,50,0,0
2021-02-15,GE,109,0,0
2021-02-15,GL,11,0,0
2021-02-15,GR,23,1,0
2021-02-15,JU,16,0,0
2021-02-15,LU,40,0,0
2021-02-15,NE,58,1,0
2021-02-15,NW,5,0,0
2021-02-15,OW,12,0,0
2021-02-15,SG,94,4,2
2021-02-15,SH,14,4,2
2021-02-15,SO,36,7,3
2021-02-15,SZ,21,0,0
2021-02-15,TG,49,0,0
2021-02-15,TI,40,1,0
2021-02-15,UR,2,0,0
2021-02-15,VD,198,16,12
2021-02-15,VS,62,2,2
2021-02-15,ZG,11,0,0
2021-02-15,ZH,168,4,0
2021-02-16,AG,58,4,2
2021-02-16,AI,1,0,0
2021-02-16,AR,2,0,0
2021-02-16,BE,85,11,2
2021-02-16,BL,22,13,3
2021-02-16,BS,11,2,1
2021-02-16,FL,1,0,0
2021-02-16,FR,41,0,0
2021-02-16,GE,133,1,0
2021-02-16,GL,1,0,0
2021-02-16,GR,25,1,1
2021-02-16,JU,13,1,0
2021-02-16,LU,47,1,0
2021-02-16,NE,53,1,1
2021-02-16,NW,7,0,0
2021-02-16,OW,10,0,0
2021-02-16,SG,52,2,1
2021-02-16,SH,4,0,0
2021-02-16,SO,40,11,7
2021-02-16,SZ,17,1,0
2021-02-16,TG,50,0,0
2021-02-16,TI,38,6,0
2021-02-16,UR,6,0,0
2021-02-16,VD,165,11,7
2021-02-16,VS,68,3,3
2021-02-16,ZG,14,0,0
2021-02-16,ZH,174,12,6
2021-02-17,AG,74,4,2
2021-02-17,AR,10,0,0
2021-02-17,BE,101,13,3
2021-02-17,BL,37,19,7
2021-02-17,BS,20,4,2
2021-02-17,FL,1,0,0
2021-02-17,FR,43,0,0
2021-02-17,GE,125,5,3
2021-02-17,GL,3,0,0
2021-02-17,GR,16,1,1
2021-02-17,JU,11,0,0
2021-02-17,LU,38,0,0
2021-02-17,NE,55,5,4
2021-02-17,NW,9,0,0
2021-02-17,OW,7,0,0
2021-02-17,SG,57,2,0
2021-02-17,SH,14,10,3
2021-02-17,SO,51,23,20
2021-02-17,SZ,17,3,1
2021-02-17,TG,41,0,0
2021-02-17,TI,52,10,1
2021-02-17,UR,3,0,0
2021-02-17,VD,149,8,6
2021-02-17,VS,57,1,1
2021-02-17,ZG,10,0,0
2021-02-17,ZH,215,12,2
2021-02-18,AG,54,2,0
2021-02-18,AI,2,0,0
2021-02-18,AR,4,0,0
2021-02-18,BE,85,3,0
2021-02-18,BL,37,9,1
2021-02-18,BS,13,4,2
2021-02-18,FL,2,0,0
2021-02-18,FR,41,0,0
2021-02-18,GE,82,1,1
2021-02-18,GL,2,0,0
2021-02-18,GR,18,4,0
2021-02-18,JU,12,0,0
2021-02-18,LU,25,1,0
2021-02-18,NE,76,1,0
2021-02-18,NW,4,0,0
2021-02-18,OW,6,0,0
2021-02-18,SG,45,2,0
2021-02-18,SH,3,3,2
2021-02-18,SO,34,9,5
2021-02-18,SZ,14,2,0
2021-02-18,TG,36,0,0
2021-02-18,TI,27,0,0
2021-02-18,UR,1,0,0
2021-02-18,VD,165,4,2
2021-02-18,VS,45,3,3
2021-02-18,ZG,7,0,0
2021-02-18,ZH,168,6,2
2021-02-19,AG,70,2,2
2021-02-19,AI,5,0,0
2021-02-19,AR,4,0,0
2021-02-19,BE,73,10,5
2021-02-19,BL,40,21,6
2021-02-19,BS,17,1,0
2021-02-19,FR,38,0,0
2021-02-19,GE,103,1,1
2021-02-19,GR,15,0,0
2021-02-19,JU,20,0,0
2021-02-19,LU,33,0,0
2021-02-19,NE,43,1,1
2021-02-19,NW,5,0,0
2021-02-19,OW,6,0,0
2021-02-19,SG,43,1,0
2021-02-19,SH,6,1,1
2021-02-19,SO,41,14,7
2021-02-19,SZ,20,2,0
2021-02-19,TG,45,0,0
2021-02-19,TI,50,0,0
2021-02-19,UR,11,0,0
2021-02-19,VD,193,4,4
2021-02-19,VS,49,1,1
2021-02-19,ZG,20,1,1
2021-02-19,ZH,145,15,8
2021-02-20,AG,37,1,1
2021-02-20,BE,49,5,1
2021-02-20,BL,16,1,1
2021-02-20,BS,9,0,0
2021-02-20,FL,1,0,0
2021-02-20,FR,33,0,0
2021-02-20,GE,71,1,1
2021-02-20,GL,4,0,0
2021-02-20,GR,11,2,2
2021-02-20,JU,8,0,0
2021-02-20,LU,24,0,0
2021-02-20,NE,28,0,0
2021-02-20,NW,2,0,0
2021-02-20,OW,4,0,0
2021-02-20,SG,23,1,1
2021-02-20,SH,5,0,0
2021-02-20,SO,18,9,5
2021-02-20,SZ,5,0,0
2021-02-20,TG,18,6,5
2021-02-20,TI,31,0,0
2021-02-20,VD,117,0,0
2021-02-20,VS,50,3,3
2021-02-20,ZG,9,0,0
2021-02-20,ZH,120,5,1
2021-02-21,AG,27,3,0
2021-02-21,BE,42,1,1
2021-02-21,BL,17,6,5
2021-02-21,BS,8,0,0
2021-02-21,FL,4,0,0
2021-02-21,FR,19,0,0
2021-02-21,GE,62,0,0
2021-02-21,GR,11,0,0
2021-02-21,JU,4,0,0
2021-02-21,LU,10,0,0
2021-02-21,NE,26,2,2
2021-02-21,NW,1,0,0
2021-02-21,OW,1,0,0
2021-02-21,SG,18,0,0
2021-02-21,SH,3,0,0
2021-02-21,SO,18,14,12
2021-02-21,SZ,2,0,0
2021-02-21,TG,10,6,6
2021-02-21,TI,32,0,0
2021-02-21,VD,101,0,0
2021-02-21,VS,36,4,4
2021-02-21,ZG,11,0,0
2021-02-21,ZH,66,3,3
2021-02-22,AG,90,7,7
2021-02-22,AR,4,0,0
2021-02-22,BE,112,9,5
2021-02-22,BL,27,16,6
2021-02-22,BS,27,4,1
2021-02-22,FL,3,0,0
2021-02-22,FR,90,0,0
2021-02-22,GE,134,2,2
2021-02-22,GL,8,0,0
2021-02-22,GR,34,1,1
2021-02-22,JU,10,0,0
2021-02-22,LU,47,0,0
2021-02-22,NE,43,4,1
2021-02-22,NW,1,0,0
2021-02-22,OW,6,0,0
2021-02-22,SG,86,2,1
2021-02-22,SH,7,1,1
2021-02-22,SO,34,9,7
2021-02-22,SZ,18,1,1
2021-02-22,TG,46,1,1
2021-02-22,TI,69,2,1
2021-02-22,UR,1,0,0
2021-02-22,VD,239,16,14
2021-02-22,VS,90,4,4
2021-02-22,ZG,6,1,0
2021-02-22,ZH,181,20,15
2021-02-23,AG,85,6,3
2021-02-23,AI,2,0,0
2021-02-23,AR,9,0,0
2021-02-23,BE,116,5,0
2021-02-23,BL,28,19,15
2021-02-23,BS,19,1,0
2021-02-23,FL,6,0,0
2021-02-23,FR,54,0,0
2021-02-23,GE,134,2,2
2021-02-23,GL,9,0,0
2021-02-23,GR,25,2,0
2021-02-23,JU,9,0,0
2021-02-23,LU,45,0,0
2021-02-23,NE,39,0,0
2021-02-23,NW,5,0,0
2021-02-23,OW,3,0,0
2021-02-23,SG,61,0,0
2021-02-23,SH,5,1,1
2021-02-23,SO,43,12,8
2021-02-23,SZ,16,1,0
2021-02-23,TG,33,0,0
2021-02-23,TI,58,2,0
2021-02-23,UR,1,0,0
2021-02-23,VD,190,11,7
2021-02-23,VS,76,3,3
2021-02-23,ZG,13,0,0
2021-02-23,ZH,182,14,10
2021-02-24,AG,73,7,4
2021-02-24,AI,3,0,0
2021-02-24,AR,6,0,0
2021-02-24,BE,106,3,2
2021-02-24,BL,29,8,5
2021-02-24,BS,15,0,0
2021-02-24,FL,7,0,0
2021-02-24,FR,51,0,0
2021-02-24,GE,101,0,0
2021-02-24,GL,2,0,0
2021-02-24,GR,23,0,0
2021-02-24,JU,5,0,0
2021-02-24,LU,46,2,2
2021-02-24,NE,42,2,1
2021-02-24,NW,9,0,0
2021-02-24,OW,3,0,0
2021-02-24,SG,58,2,2
2021-02-24,SH,8,1,1
2021-02-24,SO,34,15,10
2021-02-24,SZ,14,2,1
2021-02-24,TG,18,1,1
2021-02-24,TI,39,1,1
2021-02-24,UR,8,0,0
2021-02-24,VD,145,2,2
2021-02-24,VS,66,4,4
2021-02-24,ZG,14,0,0
2021-02-24,ZH,157,11,7
2021-02-25,AG,88,4,2
2021-02-25,AI,4,0,0
2021-02-25,AR,4,0,0
2021-02-25,BE,103,7,1
2021-02-25,BL,30,11,5
2021-02-25,BS,25,1,1
2021-02-25,FL,2,0,0
2021-02-25,FR,55,0,0
2021-02-25,GE,120,1,1
2021-02-25,GL,6,0,0
2021-02-25,GR,25,0,0
2021-02-25,JU,8,0,0
2021-02-25,LU,30,1,0
2021-02-25,NE,38,2,2
2021-02-25,NW,1,0,0
2021-02-25,OW,2,0,0
2021-02-25,SG,44,0,0
2021-02-25,SH,8,0,0
2021-02-25,SO,30,18,14
2021-02-25,SZ,24,1,0
2021-02-25,TG,32,0,0
2021-02-25,TI,56,1,1
2021-02-25,UR,3,0,0
2021-02-25,VD,156,4,3
2021-02-25,VS,72,0,0
2021-02-25,ZG,19,0,0
2021-02-25,ZH,138,1,0
2021-02-26,AG,94,3,2
2021-02-26,AR,4,0,0
2021-02-26,BE,113,4,1
2021-02-26,BL,39,15,4
2021-02-26,BS,17,0,0
2021-02-26,FL,1,0,0
2021-02-26,FR,42,0,0
2021-02-26,GE,79,0,0
2021-02-26,GL,3,0,0
2021-02-26,GR,21,1,1
2021-02-26,JU,27,1,0
2021-02-26,LU,32,0,0
2021-02-26,NE,39,1,1
2021-02-26,OW,3,0,0
2021-02-26,SG,54,0,0
2021-02-26,SH,3,0,0
2021-02-26,SO,43,3,1
2021-02-26,SZ,15,0,0
2021-02-26,TG,34,0,0
2021-02-26,TI,49,0,0
2021-02-26,UR,3,0,0
2021-02-26,VD,155,1,1
2021-02-26,VS,68,0,0
2021-02-26,ZG,10,0,0
2021-02-26,ZH,133,6,6
2021-02-27,AG,46,3,1
2021-02-27,AI,2,0,0
2021-02-27,AR,2,0,0
2021-02-27,BE,75,1,0
2021-02-27,BL,26,5,2
2021-02-27,BS,13,0,0
2021-02-27,FL,5,0,0
2021-02-27,FR,41,0,0
2021-02-27,GE,68,1,1
2021-02-27,GR,12,0,0
2021-02-27,JU,7,0,0
2021-02-27,LU,26,0,0
2021-02-27,NE,33,0,0
2021-02-27,OW,2,0,0
2021-02-27,SG,22,0,0
2021-02-27,SH,4,0,0
2021-02-27,SO,26,0,0
2021-02-27,SZ,11,0,0
2021-02-27,TG,16,0,0
2021-02-27,TI,32,0,0
2021-02-27,UR,3,0,0
2021-02-27,VD,125,1,1
2021-02-27,VS,31,0,0
2021-02-27,ZG,8,0,0
2021-02-27,ZH,92,2,2
2021-02-28,AG,34,0,0
2021-02-28,BE,29,0,0
2021-02-28,BL,9,0,0
2021-02-28,BS,17,0,0
2021-02-28,FL,4,0,0
2021-02-28,FR,32,0,0
2021-02-28,GE,42,0,0
2021-02-28,GL,1,0,0
2021-02-28,GR,7,0,0
2021-02-28,JU,15,0,0
2021-02-28,LU,10,0,0
2021-02-28,NE,25,0,0
2021-02-28,NW,2,0,0
2021-02-28,SG,13,0,0
2021-02-28,SH,4,0,0
2021-02-28,SO,24,0,0
2021-02-28,SZ,2,0,0
2021-02-28,TG,9,0,0
2021-02-28,TI,18,0,0
2021-02-28,VD,128,0,0
2021-02-28,VS,34,0,0
2021-02-28,ZG,11,0,0
2021-02-28,ZH,81,0,0
2021-03-01,AG,94,1,1
2021-03-01,AI,3,0,0
2021-03-01,AR,9,0,0
2021-03-01,BE,114,0,0
2021-03-01,BL,34,6,4
2021-03-01,BS,33,3,1
2021-03-01,FL,1,0,0
2021-03-01,FR,63,0,0
2021-03-01,GE,163,1,1
2021-03-01,GL,5,1,0
2021-03-01,GR,19,0,0
2021-03-01,JU,14,0,0
2021-03-01,LU,50,0,0
2021-03-01,NE,21,0,0
2021-03-01,NW,4,0,0
2021-03-01,OW,3,0,0
2021-03-01,SG,100,0,0
2021-03-01,SH,3,0,0
2021-03-01,SO,45,2,1
2021-03-01,SZ,29,0,0
2021-03-01,TG,46,0,0
2021-03-01,TI,72,1,1
2021-03-01,UR,5,0,0
2021-03-01,VD,203,4,3
2021-03-01,VS,89,5,5
2021-03-01,ZG,18,1,1
2021-03-01,ZH,181,4,2
2021-03-02,AG,69,0,0
2021-03-02,AR,6,0,0
2021-03-02,BE,108,2,0
2021-03-02,BL,56,14,10
2021-03-02,BS,23,0,0
2021-03-02,FL,5,0,0
2021-03-02,FR,65,0,0
2021-03-02,GE,87,0,0
2021-03-02,GL,7,0,0
2021-03-02,GR,23,0,0
2021-03-02,JU,17,0,0
2021-03-02,LU,41,0,0
2021-03-02,NE,42,0,0
2021-03-02,NW,11,0,0
2021-03-02,OW,8,0,0
2021-03-02,SG,65,2,2
2021-03-02,SH,3,1,1
2021-03-02,SO,35,11,7
2021-03-02,SZ,14,0,0
2021-03-02,TG,35,0,0
2021-03-02,TI,56,1,0
2021-03-02,UR,6,0,0
2021-03-02,VD,189,0,0
2021-03-02,VS,69,1,1
2021-03-02,ZG,9,0,0
2021-03-02,ZH,187,5,5
2021-03-03,AG,81,0,0
2021-03-03,AI,2,0,0
2021-03-03,AR,7,0,0
2021-03-03,BE,105,0,0
2021-03-03,BL,38,0,0
2021-03-03,BS,32,0,0
2021-03-03,FL,5,0,0
2021-03-03,FR,51,0,0
2021-03-03,GE,97,0,0
2021-03-03,GL,3,0,0
2021-03-03,GR,25,0,0
2021-03-03,JU,14,0,0
2021-03-03,LU,62,0,0
2021-03-03,NE,25,0,0
2021-03-03,NW,3,0,0
2021-03-03,OW,4,0,0
2021-03-03,SG,62,0,0
2021-03-03,SH,13,0,0
2021-03-03,SO,70,0,0
2021-03-03,SZ,14,0,0
2021-03-03,TG,38,0,0
2021-03-03,TI,55,0,0
2021-03-03,UR,2,0,0
2021-03-03,VD,153,0,0
2021-03-03,VS,60,0,0
2021-03-03,ZG,18,0,0
2021-03-03,ZH,205,0,0
2021-03-04,AG,58,0,0
2021-03-04,AI,1,0,0
2021-03-04,AR,7,0,0
2021-03-04,BE,95,0,0
2021-03-04,BL,42,0,0
2021-03-04,BS,20,0,0
2021-03-04,FL,2,0,0
2021-03-04,FR,50,0,0
2021-03-04,GE,94,0,0
2021-03-04,GL,3,0,0
2021-03-04,GR,27,0,0
2021-03-04,JU,8,0,0
2021-03-04,LU,60,0,0
2021-03-04,NE,22,0,0
2021-03-04,NW,3,0,0
2021-03-04,OW,5,0,0
2021-03-04,SG,46,0,0
2021-03-04,SH,8,0,0
2021-03-04,SO,23,0,0
2021-03-04,SZ,16,0,0
2021-03-04,TG,25,0,0
2021-03-04,TI,51,0,0
2021-03-04,UR,6,0,0
2021-03-04,VD,150,0,0
2021-03-04,VS,55,0,0
2021-03-04,ZG,12,0,0
2021-03-04,ZH,176,0,0
2021-03-05,AG,85,0,0
2021-03-05,AR,4,0,0
2021-03-05,BE,91,0,0
2021-03-05,BL,27,0,0
2021-03-05,BS,17,0,0
2021-03-05,FL,1,0,0
2021-03-05,FR,65,0,0
2021-03-05,GE,113,0,0
2021-03-05,GL,3,0,0
2021-03-05,GR,21,0,0
2021-03-05,JU,13,0,0
2021-03-05,LU,55,0,0
2021-03-05,NE,34,0,0
2021-03-05,NW,6,0,0
2021-03-05,OW,6,0,0
2021-03-05,SG,63,0,0
2021-03-05,SH,6,0,0
2021-03-05,SO,40,0,0
2021-03-05,SZ,14,0,0
2021-03-05,TG,51,0,0
2021-03-05,TI,61,0,0
2021-03-05,VD,184,0,0
2021-03-05,VS,92,0,0
2021-03-05,ZG,18,0,0
2021-03-05,ZH,207,0,0
2021-03-06,AG,52,0,0
2021-03-06,AR,5,0,0
2021-03-06,BE,48,0,0
2021-03-06,BL,21,0,0
2021-03-06,BS,12,0,0
2021-03-06,FL,2,0,0
2021-03-06,FR,48,0,0
2021-03-06,GE,80,0,0
2021-03-06,GL,1,0,0
2021-03-06,GR,17,0,0
2021-03-06,JU,7,0,0
2021-03-06,LU,40,0,0
2021-03-06,NE,18,0,0
2021-03-06,NW,5,0,0
2021-03-06,OW,4,0,0
2021-03-06,SG,26,0,0
2021-03-06,SH,8,0,0
2021-03-06,SO,19,0,0
2021-03-06,SZ,11,0,0
2021-03-06,TG,23,0,0
2021-03-06,TI,33,0,0
2021-03-06,UR,4,0,0
2021-03-06,VD,118,0,0
2021-03-06,VS,29,0,0
2021-03-06,ZG,13,0,0
2021-03-06,ZH,123,0,0
2021-03-07,AG,33,0,0
2021-03-07,AR,2,0,0
2021-03-07,BE,41,0,0
2021-03-07,BL,15,0,0
2021-03-07,BS,8,0,0
2021-03-07,FL,2,0,0
2021-03-07,FR,29,0,0
2021-03-07,GE,56,0,0
2021-03-07,GL,1,0,0
2021-03-07,GR,11,0,0
2021-03-07,JU,6,0,0
2021-03-07,LU,31,0,0
2021-03-07,NE,10,0,0
2021-03-07,NW,4,0,0
2021-03-07,SG,15,0,0
2021-03-07,SH,5,0,0
2021-03-07,SO,21,0,0
2021-03-07,SZ,2,0,0
2021-03-07,TG,20,0,0
2021-03-07,TI,23,0,0
2021-03-07,UR,10,0,0
2021-03-07,VD,82,0,0
2021-03-07,VS,29,0,0
2021-03-07,ZG,14,0,0
2021-03-07,ZH,112,0,0
2021-03-08,AG,135,0,0
2021-03-08,AI,4,0,0
2021-03-08,AR,15,0,0
2021-03-08,BE,123,0,0
2021-03-08,BL,52,0,0
2021-03-08,BS,16,0,0
2021-03-08,FR,56,0,0
2021-03-08,GE,140,0,0
2021-03-08,GL,5,0,0
2021-03-08,GR,37,0,0
2021-03-08,JU,8,0,0
2021-03-08,LU,87,0,0
2021-03-08,NE,40,0,0
2021-03-08,NW,5,0,0
2021-03-08,OW,8,0,0
2021-03-08,SG,107,0,0
2021-03-08,SH,8,0,0
2021-03-08,SO,51,0,0
2021-03-08,SZ,27,0,0
2021-03-08,TG,61,0,0
2021-03-08,TI,98,0,0
2021-03-08,UR,10,0,0
2021-03-08,VD,211,0,0
2021-03-08,VS,104,0,0
2021-03-08,ZG,25,0,0
2021-03-08,ZH,264,0,0
2021-03-09,AG,124,0,0
2021-03-09,AI,2,0,0
2021-03-09,AR,9,0,0
2021-03-09,BE,91,0,0
2021-03-09,BL,43,0,0
2021-03-09,BS,23,0,0
2021-03-09,FR,59,0,0
2021-03-09,GE,99,0,0
2021-03-09,GL,2,0,0
2021-03-09,GR,36,0,0
2021-03-09,JU,8,0,0
2021-03-09,LU,79,0,0
2021-03-09,NE,43,0,0
2021-03-09,NW,10,0,0
2021-03-09,OW,10,0,0
2021-03-09,SG,65,0,0
2021-03-09,SH,9,0,0
2021-03-09,SO,38,0,0
2021-03-09,SZ,22,0,0
2021-03-09,TG,39,0,0
2021-03-09,TI,76,0,0
2021-03-09,UR,7,0,0
2021-03-09,VD,177,0,0
2021-03-09,VS,66,0,0
2021-03-09,ZG,27,0,0
2021-03-09,ZH,222,0,0
2021-03-10,AG,124,0,0
2021-03-10,AI,1,0,0
2021-03-10,AR,10,0,0
2021-03-10,BE,108,0,0
2021-03-10,BL,56,0,0
2021-03-10,BS,44,0,0
2021-03-10,FL,7,0,0
2021-03-10,FR,63,0,0
2021-03-10,GE,119,0,0
2021-03-10,GL,2,0,0
2021-03-10,GR,23,0,0
2021-03-10,JU,5,0,0
2021-03-10,LU,71,0,0
2021-03-10,NE,36,0,0
2021-03-10,NW,6,0,0
2021-03-10,OW,4,0,0
2021-03-10,SG,57,0,0
2021-03-10,SH,12,0,0
2021-03-10,SO,47,0,0
2021-03-10,SZ,9,0,0
2021-03-10,TG,31,0,0
2021-03-10,TI,80,0,0
2021-03-10,UR,6,0,0
2021-03-10,VD,169,0,0
2021-03-10,VS,57,0,0
2021-03-10,ZG,15,0,0
2021-03-10,ZH,229,0,0
2021-03-11,AG,105,0,0
2021-03-11,AI,2,0,0
2021-03-11,AR,8,0,0
2021-03-11,BE,104,0,0
2021-03-11,BL,53,0,0
2021-03-11,BS,30,0,0
2021-03-11,FL,1,0,0
2021-03-11,FR,40,0,0
2021-03-11,GE,144,0,0
2021-03-11,GL,4,0,0
2021-03-11,GR,28,0,0
2021-03-11,JU,4,0,0
2021-03-11,LU,65,0,0
2021-03-11,NE,35,0,0
2021-03-11,NW,4,0,0
2021-03-11,OW,5,0,0
2021-03-11,SG,58,0,0
2021-03-11,SH,7,0,0
2021-03-11,SO,40,0,0
2021-03-11,SZ,20,0,0
2021-03-11,TG,30,0,0
2021-03-11,TI,76,0,0
2021-03-11,UR,6,0,0
2021-03-11,VD,153,0,0
2021-03-11,VS,78,0,0
2021-03-11,ZG,22,0,0
2021-03-11,ZH,203,0,0
2021-03-12,AG,99,0,0
2021-03-12,AI,2,0,0
2021-03-12,AR,4,0,0
2021-03-12,BE,94,0,0
2021-03-12,BL,37,0,0
2021-03-12,BS,30,0,0
2021-03-12,FL,4,0,0
2021-03-12,FR,59,0,0
2021-03-12,GE,143,0,0
2021-03-12,GL,4,0,0
2021-03-12,GR,35,0,0
2021-03-12,JU,12,0,0
2021-03-12,LU,76,0,0
2021-03-12,NE,26,0,0
2021-03-12,NW,5,0,0
2021-03-12,OW,8,0,0
2021-03-12,SG,63,0,0
2021-03-12,SH,10,0,0
2021-03-12,SO,24,0,0
2021-03-12,SZ,9,0,0
2021-03-12,TG,31,0,0
2021-03-12,TI,66,0,0
2021-03-12,UR,6,0,0
2021-03-12,VD,180,0,0
2021-03-12,VS,72,0,0
2021-03-12,ZG,22,0,0
2021-03-12,ZH,207,0,0
2021-03-13,AG,94,0,0
2021-03-13,AR,3,0,0
2021-03-13,BE,61,0,0
2021-03-13,BL,20,0,0
2021-03-13,BS,20,0,0
2021-03-13,FL,7,0,0
2021-03-13,FR,33,0,0
2021-03-13,GE,92,0,0
2021-03-13,GR,12,0,0
2021-03-13,JU,9,0,0
2021-03-13,LU,48,0,0
2021-03-13,NE,16,0,0
2021-03-13,NW,5,0,0
2021-03-13,SG,30,0,0
2021-03-13,SH,6,0,0
2021-03-13,SO,24,0,0
2021-03-13,SZ,8,0,0
2021-03-13,TG,15,0,0
2021-03-13,TI,55,0,0
2021-03-13,UR,6,0,0
2021-03-13,VD,111,0,0
2021-03-13,VS,42,0,0
2021-03-13,ZG,8,0,0
2021-03-13,ZH,162,0,0
2021-03-14,AG,44,0,0
2021-03-14,BE,45,0,0
2021-03-14,BL,31,0,0
2021-03-14,BS,14,0,0
2021-03-14,FL,3,0,0
2021-03-14,FR,7,0,0
2021-03-14,GE,47,0,0
2021-03-14,GR,3,0,0
2021-03-14,JU,2,0,0
2021-03-14,LU,26,0,0
2021-03-14,NE,6,0,0
2021-03-14,NW,3,0,0
2021-03-14,OW,1,0,0
2021-03-14,SG,11,0,0
2021-03-14,SH,5,0,0
2021-03-14,SO,18,0,0
2021-03-14,SZ,2,0,0
2021-03-14,TG,18,0,0
2021-03-14,TI,40,0,0
2021-03-14,UR,2,0,0
2021-03-14,VD,75,0,0
2021-03-14,VS,15,0,0
2021-03-14,ZG,12,0,0
2021-03-14,ZH,87,0,0
2021-03-15,GE,1,0,0
2021-03-15,VS,1,0,0
