date,canton,cases,sequenced,b117
2021-01-11,AI,12,0,0
2021-01-11,AR,37,0,0
2021-01-11,BE,320,48,9
2021-01-11,BL,90,41,2
2021-01-11,BS,71,16,0
2021-01-11,FL,16,0,0
2021-01-11,FR,89,0,0
2021-01-11,GE,169,3,0
2021-01-11,GL,35,0,0
2021-01-11,GR,64,3,1
2021-01-11,JU,33,1,0
2021-01-11,LU,242,4,0
2021-01-11,NE,82,13,0
2021-01-11,NW,15,0,0
2021-01-11,OW,16,0,0
2021-01-11,SG,284,2,0
2021-01-11,SH,31,4,0
2021-01-11,SO,101,35,2
2021-01-11,SZ,73,8,0
2021-01-11,TG,118,0,0
2021-01-11,TI,163,1,0
2021-01-11,UR,15,1,0
2021-01-11,VD,314,12,1
2021-01-11,VS,197,10,1
2021-01-11,ZG,40,0,0
2021-01-11,ZH,560,19,1
2021-01-12,AG,218,14,0
2021-01-12,AI,4,0,0
2021-01-12,AR,24,0,0
2021-01-12,BE,256,22,2
2021-01-12,BL,52,22,1
2021-01-12,BS,53,7,0
2021-01-12,FL,9,0,0
2021-01-12,FR,95,0,0
2021-01-12,GE,154,1,0
2021-01-12,GL,15,1,0
2021-01-12,GR,69,2,0
2021-01-12,JU,41,1,0
2021-01-12,LU,148,4,0
2021-01-12,NE,57,3,0
2021-01-12,NW,15,0,0
2021-01-12,OW,14,0,0
2021-01-12,SG,184,2,0
2021-01-12,SH,21,1,0
2021-01-12,SO,63,27,0
2021-01-12,SZ,41,4,0
2021-01-12,TG,57,2,0
2021-01-12,TI,129,6,0
2021-01-12,UR,15,0,0
2021-01-12,VD,181,5,0
2021-01-12,VS,149,1,0
2021-01-12,ZG,53,0,0
2021-01-12,ZH,498,26,2
2021-01-13,AG,222,28,1
2021-01-13,AI,5,0,0
2021-01-13,AR,16,0,0
2021-01-13,BE,272,17,1
2021-01-13,BL,62,32,0
2021-01-13,BS,39,8,0
2021-01-13,FL,4,0,0
2021-01-13,FR,80,0,0
2021-01-13,GE,145,3,1
2021-01-13,GL,21,0,0
2021-01-13,GR,61,2,0
2021-01-13,JU,24,0,0
2021-01-13,LU,137,2,0
2021-01-13,NE,49,4,0
2021-01-13,NW,8,0,0
2021-01-13,OW,17,0,0
2021-01-13,SG,172,5,0
2021-01-13,SH,27,6,0
2021-01-13,SO,67,15,0
2021-01-13,SZ,42,9,2
2021-01-13,TG,86,1,0
2021-01-13,TI,83,1,0
2021-01-13,UR,13,0,0
2021-01-13,VD,239,13,0
2021-01-13,VS,135,10,1
2021-01-13,ZG,41,2,0
2021-01-13,ZH,398,19,0
2021-01-14,AG,206,15,1
2021-01-14,AI,4,0,0
2021-01-14,AR,18,0,0
2021-01-14,BE,238,9,3
2021-01-14,BL,61,22,0
2021-01-14,BS,23,2,0
2021-01-14,FL,1,0,0
2021-01-14,FR,91,0,0
2021-01-14,GE,155,3,0
2021-01-14,GL,8,0,0
2021-01-14,GR,53,2,0
2021-01-14,JU,37,0,0
2021-01-14,LU,114,6,0
2021-01-14,NE,50,2,0
2021-01-14,NW,16,0,0
2021-01-14,OW,12,0,0
2021-01-14,SG,128,2,0
2021-01-14,SH,20,7,0
2021-01-14,SO,71,9,0
2021-01-14,SZ,60,6,0
2021-01-14,TG,58,0,0
2021-01-14,TI,97,3,0
2021-01-14,UR,16,0,0
2021-01-14,VD,203,8,0
2021-01-14,VS,118,2,1
2021-01-14,ZG,15,1,0
2021-01-14,ZH,366,13,1
2021-01-15,AG,160,16,1
2021-01-15,AI,3,0,0
2021-01-15,AR,11,0,0
2021-01-15,BE,223,35,5
2021-01-15,BL,50,23,0
2021-01-15,BS,26,1,0
2021-01-15,FL,4,0,0
2021-01-15,FR,67,1,0
2021-01-15,GE,169,1,0
2021-01-15,GL,11,1,0
2021-01-15,GR,60,6,1
2021-01-15,JU,24,0,0
2021-01-15,LU,149,7,0
2021-01-15,NE,51,5,0
2021-01-15,NW,17,0,0
2021-01-15,OW,13,0,0
2021-01-15,SG,136,2,0
2021-01-15,SH,15,7,0
2021-01-15,SO,43,18,3
2021-01-15,SZ,37,1,0
2021-01-15,TG,45,1,0
2021-01-15,TI,105,2,0
2021-01-15,UR,16,1,0
2021-01-15,VD,218,13,2
2021-01-15,VS,120,4,2
2021-01-15,ZG,30,0,0
2021-01-15,ZH,360,25,1
2021-01-16,AG,92,16,0
2021-01-16,AR,4,0,0
2021-01-16,BE,120,19,3
2021-01-16,BL,36,26,0
2021-01-16,BS,20,1,0
2021-01-16,FL,6,0,0
2021-01-16,FR,48,0,0
2021-01-16,GE,103,2,1
2021-01-16,GL,6,0,0
2021-01-16,GR,49,4,0
2021-01-16,JU,35,0,0
2021-01-16,LU,78,2,0
2021-01-16,NE,28,4,0
2021-01-16,NW,10,0,0
2021-01-16,OW,12,0,0
2021-01-16,SG,59,0,0
2021-01-16,SH,9,8,0
2021-01-16,SO,31,14,1
2021-01-16,SZ,12,4,0
2021-01-16,TG,32,2,0
2021-01-16,TI,59,0,0
2021-01-16,UR,10,3,0
2021-01-16,VD,178,1,1
2021-01-16,VS,59,1,0
2021-01-16,ZG,18,0,0
2021-01-16,ZH,229,21,0
2021-01-17,AG,61,11,1
2021-01-17,BE,105,20,2
2021-01-17,BL,33,13,2
2021-01-17,BS,10,1,0
2021-01-17,FL,6,0,0
2021-01-17,FR,45,0,0
2021-01-17,GE,47,0,0
2021-01-17,GL,4,0,0
2021-01-17,GR,15,1,1
2021-01-17,JU,13,0,0
2021-01-17,LU,39,0,0
2021-01-17,NE,23,0,0
2021-01-17,NW,6,0,0
2021-01-17,OW,3,0,0
2021-01-17,SG,15,0,0
2021-01-17,SH,4,0,0
2021-01-17,SO,23,8,0
2021-01-17,SZ,13,0,0
2021-01-17,TG,10,0,0
2021-01-17,TI,44,0,0
2021-01-17,UR,13,0,0
2021-01-17,VD,128,4,1
2021-01-17,VS,51,0,0
2021-01-17,ZG,15,0,0
2021-01-17,ZH,172,31,0
2021-01-18,AG,278,41,2
2021-01-18,AI,12,0,0
2021-01-18,AR,24,0,0
2021-01-18,BE,277,39,1
2021-01-18,BL,68,19,1
2021-01-18,BS,45,2,0
2021-01-18,FL,10,0,0
2021-01-18,FR,99,1,0
2021-01-18,GE,206,1,0
2021-01-18,GL,15,0,0
2021-01-18,GR,99,5,0
2021-01-18,JU,30,2,0
2021-01-18,LU,130,3,0
2021-01-18,NE,63,11,0
2021-01-18,NW,25,0,0
2021-01-18,OW,13,0,0
2021-01-18,SG,269,10,0
2021-01-18,SH,26,5,0
2021-01-18,SO,61,20,1
2021-01-18,SZ,59,12,0
2021-01-18,TG,99,4,0
2021-01-18,TI,125,6,0
2021-01-18,UR,7,0,0
2021-01-18,VD,241,22,2
2021-01-18,VS,162,7,0
2021-01-18,ZG,37,0,0
2021-01-18,ZH,476,46,1
2021-01-19,AG,205,14,0
2021-01-19,AI,4,0,0
2021-01-19,AR,18,0,0
2021-01-19,BE,221,27,4
2021-01-19,BL,59,10,1
2021-01-19,BS,46,4,0
2021-01-19,FL,10,0,0
2021-01-19,FR,84,0,0
2021-01-19,GE,146,3,0
2021-01-19,GL,21,1,0
2021-01-19,GR,55,5,2
2021-01-19,JU,19,0,0
2021-01-19,LU,147,3,0
2021-01-19,NE,46,2,0
2021-01-19,NW,15,0,0
2021-01-19,OW,12,0,0
2021-01-19,SG,180,4,0
2021-01-19,SH,7,6,0
2021-01-19,SO,66,11,1
2021-01-19,SZ,36,6,0
2021-01-19,TG,54,4,1
2021-01-19,TI,74,5,0
2021-01-19,UR,6,1,0
2021-01-19,VD,214,14,1
2021-01-19,VS,141,5,0
2021-01-19,ZG,39,0,0
2021-01-19,ZH,415,32,2
2021-01-20,AG,194,24,3
2021-01-20,AI,4,0,0
2021-01-20,AR,18,0,0
2021-01-20,BE,190,19,3
2021-01-20,BL,62,21,3
2021-01-20,BS,39,2,0
2021-01-20,FL,17,0,0
2021-01-20,FR,81,0,0
2021-01-20,GE,133,1,0
2021-01-20,GL,15,1,0
2021-01-20,GR,55,4,0
2021-01-20,JU,24,0,0
2021-01-20,LU,99,0,0
2021-01-20,NE,50,5,0
2021-01-20,NW,15,0,0
2021-01-20,OW,7,0,0
2021-01-20,SG,157,6,0
2021-01-20,SH,12,1,0
2021-01-20,SO,56,20,1
2021-01-20,SZ,48,7,0
2021-01-20,TG,67,1,0
2021-01-20,TI,80,0,0
2021-01-20,UR,13,0,0
2021-01-20,VD,244,32,0
2021-01-20,VS,171,9,2
2021-01-20,ZG,40,0,0
2021-01-20,ZH,406,44,5
2021-01-21,AG,172,18,4
2021-01-21,AI,2,0,0
2021-01-21,AR,17,0,0
2021-01-21,BE,211,45,7
2021-01-21,BL,64,13,1
2021-01-21,BS,34,4,1
2021-01-21,FL,5,0,0
2021-01-21,FR,73,0,0
2021-01-21,GE,137,0,0
2021-01-21,GL,12,0,0
2021-01-21,GR,37,1,0
2021-01-21,JU,27,0,0
2021-01-21,LU,99,5,0
2021-01-21,NE,28,2,0
2021-01-21,NW,12,0,0
2021-01-21,OW,12,0,0
2021-01-21,SG,145,8,0
2021-01-21,SH,16,7,0
2021-01-21,SO,45,13,1
2021-01-21,SZ,24,10,0
2021-01-21,TG,54,0,0
2021-01-21,TI,59,0,0
2021-01-21,UR,6,1,0
2021-01-21,VD,227,10,0
2021-01-21,VS,116,2,0
2021-01-21,ZG,28,0,0
2021-01-21,ZH,398,48,2
2021-01-22,AG,178,25,0
2021-01-22,AI,4,0,0
2021-01-22,AR,12,0,0
2021-01-22,BE,193,26,2
2021-01-22,BL,50,14,1
2021-01-22,BS,29,3,0
2021-01-22,FL,6,0,0
2021-01-22,FR,74,0,0
2021-01-22,GE,133,1,0
2021-01-22,GL,23,0,0
2021-01-22,GR,44,1,0
2021-01-22,JU,24,0,0
2021-01-22,LU,111,5,0
2021-01-22,NE,38,0,0
2021-01-22,NW,12,0,0
2021-01-22,OW,9,0,0
2021-01-22,SG,140,6,0
2021-01-22,SH,16,8,1
2021-01-22,SO,49,23,2
2021-01-22,SZ,45,7,0
2021-01-22,TG,55,2,1
2021-01-22,TI,50,1,0
2021-01-22,UR,5,2,0
2021-01-22,VD,209,16,2
2021-01-22,VS,128,1,0
2021-01-22,ZG,33,0,0
2021-01-22,ZH,373,42,3
2021-01-23,AG,93,8,0
2021-01-23,AI,2,0,0
2021-01-23,AR,5,0,0
2021-01-23,BE,87,7,1
2021-01-23,BL,24,6,1
2021-01-23,BS,25,3,0
2021-01-23,FL,5,0,0
2021-01-23,FR,54,0,0
2021-01-23,GE,85,0,0
2021-01-23,GL,4,0,0
2021-01-23,GR,18,2,2
2021-01-23,JU,18,0,0
2021-01-23,LU,52,0,0
2021-01-23,NE,21,1,0
2021-01-23,NW,13,0,0
2021-01-23,OW,10,0,0
2021-01-23,SG,54,0,0
2021-01-23,SH,9,3,0
2021-01-23,SO,26,13,4
2021-01-23,SZ,14,4,2
2021-01-23,TG,22,5,1
2021-01-23,TI,31,0,0
2021-01-23,UR,2,0,0
2021-01-23,VD,128,1,0
2021-01-23,VS,65,1,0
2021-01-23,ZG,19,0,0
2021-01-23,ZH,216,27,3
2021-01-24,AG,35,6,1
2021-01-24,AI,5,0,0
2021-01-24,AR,5,0,0
2021-01-24,BE,85,13,2
2021-01-24,BL,21,12,1
2021-01-24,BS,13,1,1
2021-01-24,FL,11,0,0
2021-01-24,FR,46,0,0
2021-01-24,GE,62,0,0
2021-01-24,GL,1,0,0
2021-01-24,GR,26,1,0
2021-01-24,JU,20,0,0
2021-01-24,LU,23,0,0
2021-01-24,NE,11,2,0
2021-01-24,NW,2,0,0
2021-01-24,OW,4,0,0
2021-01-24,SG,24,0,0
2021-01-24,SH,4,1,0
2021-01-24,SO,23,16,2
2021-01-24,SZ,3,1,0
2021-01-24,TG,7,7,0
2021-01-24,TI,20,0,0
2021-01-24,UR,1,0,0
2021-01-24,VD,90,3,2
2021-01-24,VS,71,0,0
2021-01-24,ZG,9,0,0
2021-01-24,ZH,121,9,0
2021-01-25,AG,224,35,3
2021-01-25,AI,7,0,0
2021-01-25,AR,43,0,0
2021-01-25,BE,242,14,2
2021-01-25,BL,60,36,4
2021-01-25,BS,40,3,0
2021-01-25,FL,4,0,0
2021-01-25,FR,94,0,0
2021-01-25,GE,175,4,1
2021-01-25,GL,22,0,0
2021-01-25,GR,85,10,0
2021-01-25,JU,17,1,0
2021-01-25,LU,117,5,0
2021-01-25,NE,36,1,0
2021-01-25,NW,13,1,0
2021-01-25,OW,4,0,0
2021-01-25,SG,213,1,0
2021-01-25,SH,11,3,1
2021-01-25,SO,81,24,6
2021-01-25,SZ,39,7,1
2021-01-25,TG,76,3,3
2021-01-25,TI,63,2,0
2021-01-25,UR,5,0,0
2021-01-25,VD,262,20,5
2021-01-25,VS,154,3,1
2021-01-25,ZG,25,1,0
2021-01-25,ZH,382,50,1
2021-01-26,AG,147,21,0
2021-01-26,AI,1,0,0
2021-01-26,AR,10,0,0
2021-01-26,BE,176,18,6
2021-01-26,BL,49,10,3
2021-01-26,BS,38,1,0
2021-01-26,FL,17,0,0
2021-01-26,FR,92,0,0
2021-01-26,GE,137,2,0
2021-01-26,GL,8,0,0
2021-01-26,GR,55,2,0
2021-01-26,JU,20,0,0
2021-01-26,LU,80,3,0
2021-01-26,NE,43,2,0
2021-01-26,NW,12,0,0
2021-01-26,OW,3,0,0
2021-01-26,SG,127,1,0
2021-01-26,SH,12,10,1
2021-01-26,SO,50,22,1
2021-01-26,SZ,36,9,0
2021-01-26,TG,38,3,1
2021-01-26,TI,41,0,0
2021-01-26,UR,4,0,0
2021-01-26,VD,203,9,2
2021-01-26,VS,87,4,3
2021-01-26,ZG,29,0,0
2021-01-26,ZH,340,31,5
2021-01-27,AG,144,29,1
2021-01-27,AI,3,0,0
2021-01-27,AR,13,0,0
2021-01-27,BE,192,10,3
2021-01-27,BL,36,15,1
2021-01-27,BS,39,5,4
2021-01-27,FL,9,0,0
2021-01-27,FR,94,0,0
2021-01-27,GE,147,4,0
2021-01-27,GL,14,0,0
2021-01-27,GR,34,2,0
2021-01-27,JU,29,0,0
2021-01-27,LU,70,1,0
2021-01-27,NE,37,2,0
2021-01-27,NW,12,0,0
2021-01-27,OW,5,0,0
2021-01-27,SG,122,2,0
2021-01-27,SH,14,7,0
2021-01-27,SO,48,13,4
2021-01-27,SZ,23,6,0
2021-01-27,TG,43,1,0
2021-01-27,TI,46,3,0
2021-01-27,UR,6,0,0
2021-01-27,VD,211,10,3
2021-01-27,VS,92,6,4
2021-01-27,ZG,32,0,0
2021-01-27,ZH,364,38,3
2021-01-28,AG,154,9,2
2021-01-28,AI,2,0,0
2021-01-28,AR,11,0,0
2021-01-28,BE,168,8,5
2021-01-28,BL,44,16,6
2021-01-28,BS,26,5,0
2021-01-28,FL,9,0,0
2021-01-28,FR,79,1,0
2021-01-28,GE,167,1,0
2021-01-28,GL,9,0,0
2021-01-28,GR,41,4,0
2021-01-28,JU,35,0,0
2021-01-28,LU,74,2,0
2021-01-28,NE,36,3,0
2021-01-28,NW,8,0,0
2021-01-28,OW,8,0,0
2021-01-28,SG,102,0,0
2021-01-28,SH,12,5,0
2021-01-28,SO,48,13,3
2021-01-28,SZ,23,2,1
2021-01-28,TG,33,0,0
2021-01-28,TI,44,0,0
2021-01-28,UR,2,0,0
2021-01-28,VD,205,0,0
2021-01-28,VS,124,0,0
2021-01-28,ZG,31,0,0
2021-01-28,ZH,293,12,1
2021-01-29,AG,106,11,1
2021-01-29,AI,2,0,0
2021-01-29,AR,8,0,0
2021-01-29,BE,147,7,1
2021-01-29,BL,34,19,4
2021-01-29,BS,26,3,2
2021-01-29,FL,2,0,0
2021-01-29,FR,74,0,0
2021-01-29,GE,158,2,0
2021-01-29,GL,12,0,0
2021-01-29,GR,85,0,0
2021-01-29,JU,22,0,0
2021-01-29,LU,91,4,0
2021-01-29,NE,42,5,1
2021-01-29,NW,5,0,0
2021-01-29,OW,5,0,0
2021-01-29,SG,134,1,0
2021-01-29,SH,8,6,0
2021-01-29,SO,42,6,2
2021-01-29,SZ,43,4,0
2021-01-29,TG,51,0,0
2021-01-29,TI,45,2,0
2021-01-29,UR,6,0,0
2021-01-29,VD,201,7,5
2021-01-29,VS,108,0,0
2021-01-29,ZG,27,0,0
2021-01-29,ZH,282,12,0
2021-01-30,AG,83,8,0
2021-01-30,AI,3,0,0
2021-01-30,AR,9,0,0
2021-01-30,BE,82,4,0
2021-01-30,BL,23,6,1
2021-01-30,BS,13,1,0
2021-01-30,FL,2,0,0
2021-01-30,FR,56,0,0
2021-01-30,GE,99,0,0
2021-01-30,GL,3,0,0
2021-01-30,GR,33,2,0
2021-01-30,JU,12,0,0
2021-01-30,LU,16,1,0
2021-01-30,NE,24,1,0
2021-01-30,NW,3,0,0
2021-01-30,OW,1,0,0
2021-01-30,SG,56,1,1
2021-01-30,SH,3,2,1
2021-01-30,SO,28,21,2
2021-01-30,SZ,18,2,0
2021-01-30,TG,33,16,6
2021-01-30,TI,22,0,0
2021-01-30,UR,1,0,0
2021-01-30,VD,127,1,1
2021-01-30,VS,75,3,2
2021-01-30,ZG,17,0,0
2021-01-30,ZH,179,9,1
2021-01-31,AG,45,7,1
2021-01-31,AR,3,0,0
2021-01-31,BE,83,2,0
2021-01-31,BL,33,7,2
2021-01-31,BS,13,1,0
2021-01-31,FL,2,0,0
2021-01-31,FR,37,0,0
2021-01-31,GE,65,0,0
2021-01-31,GL,1,0,0
2021-01-31,GR,13,0,0
2021-01-31,JU,14,0,0
2021-01-31,LU,22,0,0
2021-01-31,NE,14,0,0
2021-01-31,NW,4,0,0
2021-01-31,SG,16,0,0
2021-01-31,SH,5,5,1
2021-01-31,SO,20,12,2
2021-01-31,SZ,9,0,0
2021-01-31,TG,24,3,0
2021-01-31,TI,25,0,0
2021-01-31,UR,2,0,0
2021-01-31,VD,117,1,0
2021-01-31,VS,54,0,0
2021-01-31,ZG,9,0,0
2021-01-31,ZH,110,15,2
2021-02-01,AG,157,18,1
2021-02-01,AI,5,0,0
2021-02-01,AR,13,0,0
2021-02-01,BE,234,8,1
2021-02-01,BL,70,35,10
2021-02-01,BS,29,6,5
2021-02-01,FL,12,0,0
2021-02-01,FR,112,2,1
2021-02-01,GE,161,0,0
2021-02-01,GL,15,0,0
2021-02-01,GR,45,3,1
2021-02-01,JU,24,0,0
2021-02-01,LU,121,3,0
2021-02-01,NE,41,6,2
2021-02-01,NW,12,1,0
2021-02-01,OW,9,0,0
2021-02-01,SG,175,2,0
2021-02-01,SH,14,7,1
2021-02-01,SO,42,22,6
2021-02-01,SZ,36,6,1
2021-02-01,TG,53,3,2
2021-02-01,TI,59,2,0
2021-02-01,UR,4,0,0
2021-02-01,VD,247,13,7
2021-02-01,VS,124,4,2
2021-02-01,ZG,33,0,0
2021-02-01,ZH,327,38,8
2021-02-02,AG,101,9,3
2021-02-02,AI,2,0,0
2021-02-02,AR,10,0,0
2021-02-02,BE,137,10,2
2021-02-02,BL,48,35,6
2021-02-02,BS,44,4,3
2021-02-02,FL,3,0,0
2021-02-02,FR,88,0,0
2021-02-02,GE,148,2,1
2021-02-02,GL,5,0,0
2021-02-02,GR,35,2,1
2021-02-02,JU,13,0,0
2021-02-02,LU,70,0,0
2021-02-02,NE,34,6,3
2021-02-02,NW,4,0,0
2021-02-02,OW,4,0,0
2021-02-02,SG,77,3,1
2021-02-02,SH,7,3,0
2021-02-02,SO,56,12,4
2021-02-02,SZ,25,5,1
2021-02-02,TG,52,2,0
2021-02-02,TI,45,0,0
2021-02-02,UR,10,1,0
2021-02-02,VD,221,12,4
2021-02-02,VS,103,7,2
2021-02-02,ZG,29,0,0
2021-02-02,ZH,282,34,5
2021-02-03,AG,130,10,0
2021-02-03,AI,4,0,0
2021-02-03,AR,11,0,0
2021-02-03,BE,124,3,1
2021-02-03,BL,26,12,4
2021-02-03,BS,19,2,1
2021-02-03,FL,5,0,0
2021-02-03,FR,93,0,0
2021-02-03,GE,132,0,0
2021-02-03,GL,3,0,0
2021-02-03,GR,50,0,0
2021-02-03,JU,18,0,0
2021-02-03,LU,57,2,0
2021-02-03,NE,33,0,0
2021-02-03,NW,8,0,0
2021-02-03,OW,12,0,0
2021-02-03,SG,125,1,1
2021-02-03,SH,4,0,0
2021-02-03,SO,46,19,9
2021-02-03,SZ,18,2,1
2021-02-03,TG,32,0,0
2021-02-03,TI,66,5,2
2021-02-03,UR,6,0,0
2021-02-03,VD,261,10,4
2021-02-03,VS,144,3,1
2021-02-03,ZG,44,0,0
2021-02-03,ZH,263,33,7
2021-02-04,AG,100,9,0
2021-02-04,AR,7,0,0
2021-02-04,BE,118,15,1
2021-02-04,BL,39,21,1
2021-02-04,BS,29,1,1
2021-02-04,FL,1,0,0
2021-02-04,FR,74,0,0
2021-02-04,GE,152,1,0
2021-02-04,GL,3,0,0
2021-02-04,GR,51,0,0
2021-02-04,JU,10,1,0
2021-02-04,LU,58,0,0
2021-02-04,NE,32,3,2
2021-02-04,NW,8,0,0
2021-02-04,OW,5,0,0
2021-02-04,SG,89,1,0
2021-02-04,SH,1,0,0
2021-02-04,SO,26,6,1
2021-02-04,SZ,26,2,0
2021-02-04,TG,16,1,0
2021-02-04,TI,53,3,1
2021-02-04,VD,183,1,1
2021-02-04,VS,93,3,2
2021-02-04,ZG,34,0,0
2021-02-04,ZH,236,15,4
2021-02-05,AG,111,12,5
2021-02-05,AI,1,0,0
2021-02-05,AR,8,0,0
2021-02-05,BE,129,17,3
2021-02-05,BL,49,27,13
2021-02-05,BS,37,10,5
2021-02-05,FL,3,0,0
2021-02-05,FR,86,0,0
2021-02-05,GE,160,3,0
2021-02-05,GL,7,0,0
2021-02-05,GR,34,0,0
2021-02-05,JU,18,0,0
2021-02-05,LU,61,0,0
2021-02-05,NE,32,4,4
2021-02-05,NW,5,0,0
2021-02-05,OW,8,0,0
2021-02-05,SG,88,2,0
2021-02-05,SH,2,3,0
2021-02-05,SO,28,7,1
2021-02-05,SZ,19,6,3
2021-02-05,TG,30,0,0
2021-02-05,TI,43,1,0
2021-02-05,UR,3,0,0
2021-02-05,VD,189,10,5
2021-02-05,VS,101,6,4
2021-02-05,ZG,27,0,0
2021-02-05,ZH,230,34,5
2021-02-06,AG,54,3,1
2021-02-06,AI,1,0,0
2021-02-06,AR,3,0,0
2021-02-06,BE,85,13,3
2021-02-06,BL,18,4,0
2021-02-06,BS,23,0,0
2021-02-06,FL,4,0,0
2021-02-06,FR,42,0,0
2021-02-06,GE,87,1,1
2021-02-06,GL,1,0,0
2021-02-06,GR,19,1,0
2021-02-06,JU,5,0,0
2021-02-06,LU,33,1,0
2021-02-06,NE,26,0,0
2021-02-06,NW,9,0,0
2021-02-06,OW,2,0,0
2021-02-06,SG,46,2,1
2021-02-06,SH,3,0,0
2021-02-06,SO,22,9,2
2021-02-06,SZ,13,3,0
2021-02-06,TG,14,2,0
2021-02-06,TI,30,0,0
2021-02-06,UR,5,0,0
2021-02-06,VD,124,1,1
2021-02-06,VS,47,0,0
2021-02-06,ZG,16,1,0
2021-02-06,ZH,159,10,1
2021-02-07,AG,36,2,0
2021-02-07,AR,4,0,0
2021-02-07,BE,55,12,3
2021-02-07,BL,41,22,16
2021-02-07,BS,21,3,2
2021-02-07,FL,3,0,0
2021-02-07,FR,37,0,0
2021-02-07,GE,51,1,1
2021-02-07,GR,9,0,0
2021-02-07,JU,6,0,0
2021-02-07,LU,31,0,0
2021-02-07,NE,17,3,1
2021-02-07,NW,2,0,0
2021-02-07,SG,23,0,0
2021-02-07,SH,3,3,0
2021-02-07,SO,18,16,2
2021-02-07,SZ,6,1,0
2021-02-07,TG,9,5,4
2021-02-07,TI,21,0,0
2021-02-07,UR,6,0,0
2021-02-07,VD,96,0,0
2021-02-07,VS,46,0,0
2021-02-07,ZG,10,0,0
2021-02-07,ZH,125,7,0
2021-02-08,AG,99,7,1
2021-02-08,AI,3,0,0
2021-02-08,AR,19,0,0
2021-02-08,BE,187,8,5
2021-02-08,BL,51,13,3
2021-02-08,BS,27,1,0
2021-02-08,FL,5,0,0
2021-02-08,FR,77,0,0
2021-02-08,GE,158,2,1
2021-02-08,GL,15,1,0
2021-02-08,GR,37,2,0
2021-02-08,JU,11,0,0
2021-02-08,LU,63,1,0
2021-02-08,NE,41,0,0
2021-02-08,NW,15,0,0
2021-02-08,OW,13,0,0
2021-02-08,SG,117,2,2
2021-02-08,SH,5,2,0
2021-02-08,SO,41,4,1
2021-02-08,SZ,26,5,1
2021-02-08,TG,47,2,0
2021-02-08,TI,73,1,0
2021-02-08,UR,3,0,0
2021-02-08,VD,201,1,0
2021-02-08,VS,103,0,0
2021-02-08,ZG,25,0,0
2021-02-08,ZH,290,16,5
2021-02-09,AG,96,7,1
2021-02-09,AI,1,0,0
2021-02-09,AR,7,0,0
2021-02-09,BE,118,3,0
2021-02-09,BL,32,12,3
2021-02-09,BS,26,5,3
2021-02-09,FL,4,0,0
2021-02-09,FR,54,1,0
2021-02-09,GE,134,2,1
2021-02-09,GL,6,2,0
2021-02-09,GR,31,1,1
2021-02-09,JU,10,0,0
2021-02-09,LU,40,0,0
2021-02-09,NE,44,0,0
2021-02-09,NW,8,0,0
2021-02-09,OW,5,0,0
2021-02-09,SG,87,0,0
2021-02-09,SH,5,2,1
2021-02-09,SO,23,12,7
2021-02-09,SZ,22,2,0
2021-02-09,TG,27,0,0
2021-02-09,TI,62,5,0
2021-02-09,UR,6,0,0
2021-02-09,VD,192,10,7
2021-02-09,VS,56,1,1
2021-02-09,ZG,31,0,0
2021-02-09,ZH,224,16,1
2021-02-10,AG,85,5,2
2021-02-10,AI,1,0,0
2021-02-10,AR,6,0,0
2021-02-10,BE,105,1,0
2021-02-10,BL,44,9,6
2021-02-10,BS,14,2,1
2021-02-10,FL,2,0,0
2021-02-10,FR,48,0,0
2021-02-10,GE,142,1,0
2021-02-10,GL,5,0,0
2021-02-10,GR,29,2,2
2021-02-10,JU,11,0,0
2021-02-10,LU,34,0,0
2021-02-10,NE,57,1,1
2021-02-10,NW,8,0,0
2021-02-10,OW,3,0,0
2021-02-10,SG,67,1,0
2021-02-10,SH,4,0,0
2021-02-10,SO,25,4,2
2021-02-10,SZ,23,5,1
2021-02-10,TG,40,0,0
2021-02-10,TI,36,0,0
2021-02-10,UR,5,0,0
2021-02-10,VD,170,2,1
2021-02-10,VS,64,0,0
2021-02-10,ZG,19,0,0
2021-02-10,ZH,212,11,6
2021-02-11,AG,66,6,2
2021-02-11,AI,1,0,0
2021-02-11,AR,1,0,0
2021-02-11,BE,126,9,6
2021-02-11,BL,38,4,0
2021-02-11,BS,13,0,0
2021-02-11,FL,3,0,0
2021-02-11,FR,62,0,0
2021-02-11,GE,141,1,0
2021-02-11,GL,3,0,0
2021-02-11,GR,28,8,0
2021-02-11,JU,18,0,0
2021-02-11,LU,43,0,0
2021-02-11,NE,59,3,2
2021-02-11,OW,3,0,0
2021-02-11,SG,53,3,0
2021-02-11,SH,2,0,0
2021-02-11,SO,33,10,7
2021-02-11,SZ,16,1,0
2021-02-11,TG,28,0,0
2021-02-11,TI,40,1,1
2021-02-11,UR,3,0,0
2021-02-11,VD,134,5,4
2021-02-11,VS,73,5,4
2021-02-11,ZG,17,0,0
2021-02-11,ZH,171,14,6
2021-02-12,AG,98,6,0
2021-02-12,AR,4,0,0
2021-02-12,BE,102,5,2
2021-02-12,BL,38,10,4
2021-02-12,BS,19,4,3
2021-02-12,FR,42,0,0
2021-02-12,GE,112,2,1
2021-02-12,GL,3,0,0
2021-02-12,GR,20,1,1
2021-02-12,JU,10,0,0
2021-02-12,LU,33,1,0
2021-02-12,NE,41,4,3
2021-02-12,NW,2,0,0
2021-02-12,OW,3,0,0
2021-02-12,SG,58,0,0
2021-02-12,SH,5,2,0
