,plantname,date,batch,sample,amplicon,frac,cooc,count,mut_all,mut_oneless,BR,EU,UK,ZA,IN2,IN1,IN3,AY42,mu,om
10642,Laupen (BE),2021-09-28,20211011_HLVKCDRXY,B6_25_2021_09_28,71,0.0,3.0,9,0,0,1.0,,,,,,,,,
10643,Laupen (BE),2021-09-28,20211011_HLVKCDRXY,B6_25_2021_09_28,95,0.0,2.0,547,0,0,1.0,,,,,,,,,
10644,Laupen (BE),2021-09-28,20211011_HLVKCDRXY,B6_25_2021_09_28,77,0.9998175681838912,1.0,32889,32883,0,,1.0,,,,,,,,
10645,Laupen (BE),2021-09-28,20211011_HLVKCDRXY,B6_25_2021_09_28,76,0.9990680335507922,2.0,2146,2144,3,,,,,1.0,,,1.0,,
10646,Laupen (BE),2021-09-28,20211011_HLVKCDRXY,B6_25_2021_09_28,91,1.0,2.0,1,1,0,,,,,1.0,,,,,
10647,Laupen (BE),2021-09-28,20211011_HLVKCDRXY,B6_25_2021_09_28,76,0.0,2.0,2147,0,2146,,,,,,1.0,1.0,,,
10648,Laupen (BE),2021-09-28,20211011_HLVKCDRXY,B6_25_2021_09_28,92,0.0,2.0,1545,0,322,,,,,,,,,1.0,
10649,Laupen (BE),2021-09-28,20211011_HLVKCDRXY,B6_25_2021_09_28,72,,,0,0,0,,,1.0,,,,,,,
10650,Laupen (BE),2021-09-28,20211011_HLVKCDRXY,B6_25_2021_09_28,78,0.0,2.0,1431,0,0,,,1.0,,,,,,,
10651,Laupen (BE),2021-09-28,20211011_HLVKCDRXY,B6_25_2021_09_28,92,0.0,3.0,1545,0,0,,,1.0,,,,,,,
10652,Laupen (BE),2021-09-28,20211011_HLVKCDRXY,B6_25_2021_09_28,93,0.0,2.0,456903,0,95,,,1.0,,,,,,,
10653,Laupen (BE),2021-09-28,20211011_HLVKCDRXY,B6_25_2021_09_28,76,0.0,2.0,2147,0,0,1.0,,,1.0,,,,,,
10654,Laupen (BE),2021-09-28,20211011_HLVKCDRXY,B6_25_2021_09_28,73,,,0,0,0,,,,1.0,,,,,,
10655,Laupen (BE),2021-09-28,20211011_HLVKCDRXY,B6_25_2021_09_28,72,,,0,0,0,,,,,,,,,,1.0
10656,Laupen (BE),2021-09-28,20211011_HLVKCDRXY,B6_25_2021_09_28,75,0.0,5.0,447,0,0,,,,,,,,,,1.0
10657,Laupen (BE),2021-09-28,20211011_HLVKCDRXY,B6_25_2021_09_28,76,0.0,7.0,2147,0,0,,,,,,,,,,1.0
10658,Laupen (BE),2021-09-28,20211011_HLVKCDRXY,B6_25_2021_09_28,78,0.0,2.0,1431,0,12,,,,,,,,,,1.0
10659,Laupen (BE),2021-09-28,20211011_HLVKCDRXY,B6_25_2021_09_28,88,0.0,2.0,8073,0,13,,,,,,,,,,1.0
10720,Lugano (TI),2021-09-15,20211001_HKJNYDRXY,A1_05_2021_09_15,73,,,0,0,0,,,,,,,,1.0,,
10721,Lugano (TI),2021-09-15,20211001_HKJNYDRXY,A1_05_2021_09_15,91,1.0,2.0,182,182,0,,,,,,,,1.0,,
10722,Lugano (TI),2021-09-15,20211001_HKJNYDRXY,A1_05_2021_09_15,71,,,0,0,0,1.0,,,,,,,,,
10723,Lugano (TI),2021-09-15,20211001_HKJNYDRXY,A1_05_2021_09_15,95,0.0,2.0,7244,0,4,1.0,,,,,,,,,
10724,Lugano (TI),2021-09-15,20211001_HKJNYDRXY,A1_05_2021_09_15,77,0.999670637316792,1.0,145736,145688,0,,1.0,,,,,,,,
10725,Lugano (TI),2021-09-15,20211001_HKJNYDRXY,A1_05_2021_09_15,76,,,0,0,0,,,,,1.0,,,1.0,,
10726,Lugano (TI),2021-09-15,20211001_HKJNYDRXY,A1_05_2021_09_15,91,1.0,2.0,182,182,0,,,,,1.0,,,,,
10727,Lugano (TI),2021-09-15,20211001_HKJNYDRXY,A1_05_2021_09_15,76,,,0,0,0,,,,,,1.0,1.0,,,
10728,Lugano (TI),2021-09-15,20211001_HKJNYDRXY,A1_05_2021_09_15,92,0.0,2.0,39669,0,5,,,,,,,,,1.0,
10729,Lugano (TI),2021-09-15,20211001_HKJNYDRXY,A1_05_2021_09_15,72,,,0,0,0,,,1.0,,,,,,,
10730,Lugano (TI),2021-09-15,20211001_HKJNYDRXY,A1_05_2021_09_15,78,,,0,0,0,,,1.0,,,,,,,
10731,Lugano (TI),2021-09-15,20211001_HKJNYDRXY,A1_05_2021_09_15,92,0.0,3.0,39487,0,0,,,1.0,,,,,,,
10732,Lugano (TI),2021-09-15,20211001_HKJNYDRXY,A1_05_2021_09_15,93,0.0,2.0,486031,0,80,,,1.0,,,,,,,
10733,Lugano (TI),2021-09-15,20211001_HKJNYDRXY,A1_05_2021_09_15,76,,,0,0,0,1.0,,,1.0,,,,,,
10734,Lugano (TI),2021-09-15,20211001_HKJNYDRXY,A1_05_2021_09_15,73,,,0,0,0,,,,1.0,,,,,,
10735,Lugano (TI),2021-09-15,20211001_HKJNYDRXY,A1_05_2021_09_15,72,,,0,0,0,,,,,,,,,,1.0
10736,Lugano (TI),2021-09-15,20211001_HKJNYDRXY,A1_05_2021_09_15,75,0.0,5.0,3412,0,0,,,,,,,,,,1.0
10737,Lugano (TI),2021-09-15,20211001_HKJNYDRXY,A1_05_2021_09_15,76,,,0,0,0,,,,,,,,,,1.0
10738,Lugano (TI),2021-09-15,20211001_HKJNYDRXY,A1_05_2021_09_15,78,,,0,0,0,,,,,,,,,,1.0
10739,Lugano (TI),2021-09-15,20211001_HKJNYDRXY,A1_05_2021_09_15,88,0.0,2.0,27633,0,0,,,,,,,,,,1.0
10740,Lugano (TI),2021-09-16,20211001_HKJNYDRXY,B1_05_2021_09_16,73,,,0,0,0,,,,,,,,1.0,,
10741,Lugano (TI),2021-09-16,20211001_HKJNYDRXY,B1_05_2021_09_16,91,1.0,2.0,67,67,1,,,,,,,,1.0,,
10742,Lugano (TI),2021-09-16,20211001_HKJNYDRXY,B1_05_2021_09_16,71,,,0,0,0,1.0,,,,,,,,,
10743,Lugano (TI),2021-09-16,20211001_HKJNYDRXY,B1_05_2021_09_16,95,0.0,2.0,3161,0,2,1.0,,,,,,,,,
10744,Lugano (TI),2021-09-16,20211001_HKJNYDRXY,B1_05_2021_09_16,77,0.9995942587614748,1.0,39434,39418,0,,1.0,,,,,,,,
10745,Lugano (TI),2021-09-16,20211001_HKJNYDRXY,B1_05_2021_09_16,76,1.0,2.0,874,874,2,,,,,1.0,,,1.0,,
10746,Lugano (TI),2021-09-16,20211001_HKJNYDRXY,B1_05_2021_09_16,91,1.0,2.0,67,67,1,,,,,1.0,,,,,
10747,Lugano (TI),2021-09-16,20211001_HKJNYDRXY,B1_05_2021_09_16,76,0.0,2.0,871,0,876,,,,,,1.0,1.0,,,
10748,Lugano (TI),2021-09-16,20211001_HKJNYDRXY,B1_05_2021_09_16,92,0.0,2.0,11920,0,0,,,,,,,,,1.0,
10749,Lugano (TI),2021-09-16,20211001_HKJNYDRXY,B1_05_2021_09_16,72,,,0,0,0,,,1.0,,,,,,,
10750,Lugano (TI),2021-09-16,20211001_HKJNYDRXY,B1_05_2021_09_16,78,0.0,2.0,18014,0,2,,,1.0,,,,,,,
10751,Lugano (TI),2021-09-16,20211001_HKJNYDRXY,B1_05_2021_09_16,92,0.0,3.0,11837,0,0,,,1.0,,,,,,,
10752,Lugano (TI),2021-09-16,20211001_HKJNYDRXY,B1_05_2021_09_16,93,0.0,2.0,146661,0,21,,,1.0,,,,,,,
10753,Lugano (TI),2021-09-16,20211001_HKJNYDRXY,B1_05_2021_09_16,76,0.0,2.0,866,0,0,1.0,,,1.0,,,,,,
10754,Lugano (TI),2021-09-16,20211001_HKJNYDRXY,B1_05_2021_09_16,73,,,0,0,0,,,,1.0,,,,,,
10755,Lugano (TI),2021-09-16,20211001_HKJNYDRXY,B1_05_2021_09_16,72,0.0,1.0,84,0,0,,,,,,,,,,1.0
10756,Lugano (TI),2021-09-16,20211001_HKJNYDRXY,B1_05_2021_09_16,75,0.0,5.0,696,0,0,,,,,,,,,,1.0
10757,Lugano (TI),2021-09-16,20211001_HKJNYDRXY,B1_05_2021_09_16,76,0.0,7.0,866,0,0,,,,,,,,,,1.0
10758,Lugano (TI),2021-09-16,20211001_HKJNYDRXY,B1_05_2021_09_16,78,0.0,2.0,18011,0,38,,,,,,,,,,1.0
10759,Lugano (TI),2021-09-16,20211001_HKJNYDRXY,B1_05_2021_09_16,88,0.0,2.0,38551,0,0,,,,,,,,,,1.0
10760,Lugano (TI),2021-09-17,20211001_HKJNYDRXY,C1_05_2021_09_17,73,0.0,2.0,2,0,2,,,,,,,,1.0,,
10761,Lugano (TI),2021-09-17,20211001_HKJNYDRXY,C1_05_2021_09_17,91,1.0,2.0,72,72,0,,,,,,,,1.0,,
10762,Lugano (TI),2021-09-17,20211001_HKJNYDRXY,C1_05_2021_09_17,71,0.0,3.0,878,0,0,1.0,,,,,,,,,
10763,Lugano (TI),2021-09-17,20211001_HKJNYDRXY,C1_05_2021_09_17,95,0.0,2.0,7568,0,6,1.0,,,,,,,,,
10764,Lugano (TI),2021-09-17,20211001_HKJNYDRXY,C1_05_2021_09_17,77,,,0,0,0,,1.0,,,,,,,,
10765,Lugano (TI),2021-09-17,20211001_HKJNYDRXY,C1_05_2021_09_17,76,0.9988518943742823,2.0,1742,1740,3,,,,,1.0,,,1.0,,
10766,Lugano (TI),2021-09-17,20211001_HKJNYDRXY,C1_05_2021_09_17,91,1.0,2.0,72,72,0,,,,,1.0,,,,,
10767,Lugano (TI),2021-09-17,20211001_HKJNYDRXY,C1_05_2021_09_17,76,0.0,2.0,1742,0,1741,,,,,,1.0,1.0,,,
10768,Lugano (TI),2021-09-17,20211001_HKJNYDRXY,C1_05_2021_09_17,92,0.0,2.0,36127,0,7,,,,,,,,,1.0,
10769,Lugano (TI),2021-09-17,20211001_HKJNYDRXY,C1_05_2021_09_17,72,,,0,0,0,,,1.0,,,,,,,
10770,Lugano (TI),2021-09-17,20211001_HKJNYDRXY,C1_05_2021_09_17,78,0.0,2.0,13125,0,1,,,1.0,,,,,,,
10771,Lugano (TI),2021-09-17,20211001_HKJNYDRXY,C1_05_2021_09_17,92,0.0,3.0,36128,0,0,,,1.0,,,,,,,
10772,Lugano (TI),2021-09-17,20211001_HKJNYDRXY,C1_05_2021_09_17,93,0.0,2.0,435297,0,42,,,1.0,,,,,,,
10773,Lugano (TI),2021-09-17,20211001_HKJNYDRXY,C1_05_2021_09_17,76,0.0,2.0,1743,0,0,1.0,,,1.0,,,,,,
10774,Lugano (TI),2021-09-17,20211001_HKJNYDRXY,C1_05_2021_09_17,73,0.0,2.0,2,0,0,,,,1.0,,,,,,
10775,Lugano (TI),2021-09-17,20211001_HKJNYDRXY,C1_05_2021_09_17,72,,,0,0,0,,,,,,,,,,1.0
10776,Lugano (TI),2021-09-17,20211001_HKJNYDRXY,C1_05_2021_09_17,75,0.0,5.0,5258,0,0,,,,,,,,,,1.0
10777,Lugano (TI),2021-09-17,20211001_HKJNYDRXY,C1_05_2021_09_17,76,0.0,7.0,1742,0,0,,,,,,,,,,1.0
10778,Lugano (TI),2021-09-17,20211001_HKJNYDRXY,C1_05_2021_09_17,78,0.0,2.0,13126,0,23,,,,,,,,,,1.0
10779,Lugano (TI),2021-09-17,20211001_HKJNYDRXY,C1_05_2021_09_17,88,0.0,2.0,55285,0,0,,,,,,,,,,1.0
10780,Lugano (TI),2021-09-18,20211001_HKJNYDRXY,D1_05_2021_09_18,73,0.0,2.0,1,0,0,,,,,,,,1.0,,
10781,Lugano (TI),2021-09-18,20211001_HKJNYDRXY,D1_05_2021_09_18,91,0.0,2.0,166,0,166,,,,,,,,1.0,,
10782,Lugano (TI),2021-09-18,20211001_HKJNYDRXY,D1_05_2021_09_18,71,0.0,3.0,2225,0,0,1.0,,,,,,,,,
10783,Lugano (TI),2021-09-18,20211001_HKJNYDRXY,D1_05_2021_09_18,95,0.0,2.0,7165,0,7,1.0,,,,,,,,,
10784,Lugano (TI),2021-09-18,20211001_HKJNYDRXY,D1_05_2021_09_18,77,0.9997501972127268,1.0,76060,76041,0,,1.0,,,,,,,,
10785,Lugano (TI),2021-09-18,20211001_HKJNYDRXY,D1_05_2021_09_18,76,0.9991356957649092,2.0,3471,3468,3,,,,,1.0,,,1.0,,
10786,Lugano (TI),2021-09-18,20211001_HKJNYDRXY,D1_05_2021_09_18,91,0.0,2.0,166,0,166,,,,,1.0,,,,,
10787,Lugano (TI),2021-09-18,20211001_HKJNYDRXY,D1_05_2021_09_18,76,0.0,2.0,3470,0,3470,,,,,,1.0,1.0,,,
10788,Lugano (TI),2021-09-18,20211001_HKJNYDRXY,D1_05_2021_09_18,92,0.0,2.0,27546,0,7,,,,,,,,,1.0,
10789,Lugano (TI),2021-09-18,20211001_HKJNYDRXY,D1_05_2021_09_18,72,,,0,0,0,,,1.0,,,,,,,
10790,Lugano (TI),2021-09-18,20211001_HKJNYDRXY,D1_05_2021_09_18,78,0.0,2.0,24951,0,3,,,1.0,,,,,,,
10791,Lugano (TI),2021-09-18,20211001_HKJNYDRXY,D1_05_2021_09_18,92,0.0,3.0,27486,0,0,,,1.0,,,,,,,
10792,Lugano (TI),2021-09-18,20211001_HKJNYDRXY,D1_05_2021_09_18,93,0.0,2.0,468378,0,56,,,1.0,,,,,,,
10793,Lugano (TI),2021-09-18,20211001_HKJNYDRXY,D1_05_2021_09_18,76,0.0,2.0,3470,0,0,1.0,,,1.0,,,,,,
10794,Lugano (TI),2021-09-18,20211001_HKJNYDRXY,D1_05_2021_09_18,73,0.0,2.0,1,0,0,,,,1.0,,,,,,
10795,Lugano (TI),2021-09-18,20211001_HKJNYDRXY,D1_05_2021_09_18,72,,,0,0,0,,,,,,,,,,1.0
10796,Lugano (TI),2021-09-18,20211001_HKJNYDRXY,D1_05_2021_09_18,75,0.0,5.0,14526,0,0,,,,,,,,,,1.0
10797,Lugano (TI),2021-09-18,20211001_HKJNYDRXY,D1_05_2021_09_18,76,0.0,7.0,3468,0,0,,,,,,,,,,1.0
10798,Lugano (TI),2021-09-18,20211001_HKJNYDRXY,D1_05_2021_09_18,78,0.0,2.0,24949,0,46,,,,,,,,,,1.0
10799,Lugano (TI),2021-09-18,20211001_HKJNYDRXY,D1_05_2021_09_18,88,0.0,2.0,54627,0,1,,,,,,,,,,1.0
10800,Lugano (TI),2021-09-19,20211001_HKJNYDRXY,E1_05_2021_09_19,73,0.0,2.0,57,0,0,,,,,,,,1.0,,
10801,Lugano (TI),2021-09-19,20211001_HKJNYDRXY,E1_05_2021_09_19,91,0.5528455284552846,2.0,123,68,55,,,,,,,,1.0,,
10802,Lugano (TI),2021-09-19,20211001_HKJNYDRXY,E1_05_2021_09_19,71,0.0,3.0,834,0,0,1.0,,,,,,,,,
10803,Lugano (TI),2021-09-19,20211001_HKJNYDRXY,E1_05_2021_09_19,95,0.0,2.0,9186,0,10,1.0,,,,,,,,,
10804,Lugano (TI),2021-09-19,20211001_HKJNYDRXY,E1_05_2021_09_19,77,0.9998381091144568,1.0,37062,37056,0,,1.0,,,,,,,,
10805,Lugano (TI),2021-09-19,20211001_HKJNYDRXY,E1_05_2021_09_19,76,1.0,2.0,214,214,0,,,,,1.0,,,1.0,,
10806,Lugano (TI),2021-09-19,20211001_HKJNYDRXY,E1_05_2021_09_19,91,0.5528455284552846,2.0,123,68,55,,,,,1.0,,,,,
10807,Lugano (TI),2021-09-19,20211001_HKJNYDRXY,E1_05_2021_09_19,76,0.0,2.0,214,0,214,,,,,,1.0,1.0,,,
10808,Lugano (TI),2021-09-19,20211001_HKJNYDRXY,E1_05_2021_09_19,92,0.0,2.0,26841,0,6,,,,,,,,,1.0,
10809,Lugano (TI),2021-09-19,20211001_HKJNYDRXY,E1_05_2021_09_19,72,,,0,0,0,,,1.0,,,,,,,
10810,Lugano (TI),2021-09-19,20211001_HKJNYDRXY,E1_05_2021_09_19,78,0.0,2.0,8195,0,1,,,1.0,,,,,,,
10811,Lugano (TI),2021-09-19,20211001_HKJNYDRXY,E1_05_2021_09_19,92,0.0,3.0,26670,0,0,,,1.0,,,,,,,
10812,Lugano (TI),2021-09-19,20211001_HKJNYDRXY,E1_05_2021_09_19,93,0.0,2.0,283856,0,55,,,1.0,,,,,,,
10813,Lugano (TI),2021-09-19,20211001_HKJNYDRXY,E1_05_2021_09_19,76,0.0,2.0,210,0,0,1.0,,,1.0,,,,,,
10814,Lugano (TI),2021-09-19,20211001_HKJNYDRXY,E1_05_2021_09_19,73,0.0,2.0,58,0,0,,,,1.0,,,,,,
10815,Lugano (TI),2021-09-19,20211001_HKJNYDRXY,E1_05_2021_09_19,72,0.0,1.0,2,0,0,,,,,,,,,,1.0
10816,Lugano (TI),2021-09-19,20211001_HKJNYDRXY,E1_05_2021_09_19,75,0.0,5.0,6282,0,0,,,,,,,,,,1.0
10817,Lugano (TI),2021-09-19,20211001_HKJNYDRXY,E1_05_2021_09_19,76,0.0,7.0,211,0,0,,,,,,,,,,1.0
10818,Lugano (TI),2021-09-19,20211001_HKJNYDRXY,E1_05_2021_09_19,78,0.0,2.0,8190,0,10,,,,,,,,,,1.0
10819,Lugano (TI),2021-09-19,20211001_HKJNYDRXY,E1_05_2021_09_19,88,0.0,2.0,36854,0,2,,,,,,,,,,1.0
10820,Lugano (TI),2021-09-20,20211001_HKJNYDRXY,F1_05_2021_09_20,73,0.0,2.0,24,0,0,,,,,,,,1.0,,
10821,Lugano (TI),2021-09-20,20211001_HKJNYDRXY,F1_05_2021_09_20,91,1.0,2.0,234,234,0,,,,,,,,1.0,,
10822,Lugano (TI),2021-09-20,20211001_HKJNYDRXY,F1_05_2021_09_20,71,0.0,3.0,2008,0,0,1.0,,,,,,,,,
10823,Lugano (TI),2021-09-20,20211001_HKJNYDRXY,F1_05_2021_09_20,95,0.0,2.0,8422,0,6,1.0,,,,,,,,,
10824,Lugano (TI),2021-09-20,20211001_HKJNYDRXY,F1_05_2021_09_20,77,0.9996985134869067,1.0,162528,162479,0,,1.0,,,,,,,,
10825,Lugano (TI),2021-09-20,20211001_HKJNYDRXY,F1_05_2021_09_20,76,1.0,2.0,1600,1600,1,,,,,1.0,,,1.0,,
10826,Lugano (TI),2021-09-20,20211001_HKJNYDRXY,F1_05_2021_09_20,91,1.0,2.0,234,234,0,,,,,1.0,,,,,
10827,Lugano (TI),2021-09-20,20211001_HKJNYDRXY,F1_05_2021_09_20,76,0.0,2.0,1600,0,1600,,,,,,1.0,1.0,,,
10828,Lugano (TI),2021-09-20,20211001_HKJNYDRXY,F1_05_2021_09_20,92,0.0,2.0,34502,0,2,,,,,,,,,1.0,
10829,Lugano (TI),2021-09-20,20211001_HKJNYDRXY,F1_05_2021_09_20,72,,,0,0,0,,,1.0,,,,,,,
10830,Lugano (TI),2021-09-20,20211001_HKJNYDRXY,F1_05_2021_09_20,78,0.0,2.0,14567,0,4,,,1.0,,,,,,,
10831,Lugano (TI),2021-09-20,20211001_HKJNYDRXY,F1_05_2021_09_20,92,0.0,3.0,34498,0,0,,,1.0,,,,,,,
10832,Lugano (TI),2021-09-20,20211001_HKJNYDRXY,F1_05_2021_09_20,93,0.0,2.0,421380,0,57,,,1.0,,,,,,,
10833,Lugano (TI),2021-09-20,20211001_HKJNYDRXY,F1_05_2021_09_20,76,0.0,2.0,1600,0,1,1.0,,,1.0,,,,,,
10834,Lugano (TI),2021-09-20,20211001_HKJNYDRXY,F1_05_2021_09_20,73,0.0,2.0,24,0,0,,,,1.0,,,,,,
10835,Lugano (TI),2021-09-20,20211001_HKJNYDRXY,F1_05_2021_09_20,72,,,0,0,0,,,,,,,,,,1.0
10836,Lugano (TI),2021-09-20,20211001_HKJNYDRXY,F1_05_2021_09_20,75,0.0,5.0,37763,0,0,,,,,,,,,,1.0
10837,Lugano (TI),2021-09-20,20211001_HKJNYDRXY,F1_05_2021_09_20,76,0.0,7.0,1599,0,0,,,,,,,,,,1.0
10838,Lugano (TI),2021-09-20,20211001_HKJNYDRXY,F1_05_2021_09_20,78,0.0,2.0,14571,0,41,,,,,,,,,,1.0
10839,Lugano (TI),2021-09-20,20211001_HKJNYDRXY,F1_05_2021_09_20,88,0.0,2.0,69935,0,3,,,,,,,,,,1.0
10840,Lugano (TI),2021-09-21,20211001_HKJNYDRXY,G1_05_2021_09_21,73,,,0,0,0,,,,,,,,1.0,,
10841,Lugano (TI),2021-09-21,20211001_HKJNYDRXY,G1_05_2021_09_21,91,0.8246753246753247,2.0,154,127,27,,,,,,,,1.0,,
10842,Lugano (TI),2021-09-21,20211001_HKJNYDRXY,G1_05_2021_09_21,71,0.0,3.0,708,0,0,1.0,,,,,,,,,
10843,Lugano (TI),2021-09-21,20211001_HKJNYDRXY,G1_05_2021_09_21,95,0.0,2.0,9290,0,8,1.0,,,,,,,,,
10844,Lugano (TI),2021-09-21,20211001_HKJNYDRXY,G1_05_2021_09_21,77,0.9996840345727332,1.0,196224,196162,0,,1.0,,,,,,,,
10845,Lugano (TI),2021-09-21,20211001_HKJNYDRXY,G1_05_2021_09_21,76,,,0,0,0,,,,,1.0,,,1.0,,
10846,Lugano (TI),2021-09-21,20211001_HKJNYDRXY,G1_05_2021_09_21,91,0.8246753246753247,2.0,154,127,27,,,,,1.0,,,,,
10847,Lugano (TI),2021-09-21,20211001_HKJNYDRXY,G1_05_2021_09_21,76,,,0,0,0,,,,,,1.0,1.0,,,
10848,Lugano (TI),2021-09-21,20211001_HKJNYDRXY,G1_05_2021_09_21,92,0.0,2.0,30255,0,4,,,,,,,,,1.0,
10849,Lugano (TI),2021-09-21,20211001_HKJNYDRXY,G1_05_2021_09_21,72,,,0,0,0,,,1.0,,,,,,,
10850,Lugano (TI),2021-09-21,20211001_HKJNYDRXY,G1_05_2021_09_21,78,,,0,0,0,,,1.0,,,,,,,
10851,Lugano (TI),2021-09-21,20211001_HKJNYDRXY,G1_05_2021_09_21,92,0.0,3.0,30253,0,0,,,1.0,,,,,,,
10852,Lugano (TI),2021-09-21,20211001_HKJNYDRXY,G1_05_2021_09_21,93,0.0,2.0,382772,0,83,,,1.0,,,,,,,
10853,Lugano (TI),2021-09-21,20211001_HKJNYDRXY,G1_05_2021_09_21,76,,,0,0,0,1.0,,,1.0,,,,,,
10854,Lugano (TI),2021-09-21,20211001_HKJNYDRXY,G1_05_2021_09_21,73,,,0,0,0,,,,1.0,,,,,,
10855,Lugano (TI),2021-09-21,20211001_HKJNYDRXY,G1_05_2021_09_21,72,,,0,0,0,,,,,,,,,,1.0
10856,Lugano (TI),2021-09-21,20211001_HKJNYDRXY,G1_05_2021_09_21,75,0.0,5.0,22664,0,0,,,,,,,,,,1.0
10857,Lugano (TI),2021-09-21,20211001_HKJNYDRXY,G1_05_2021_09_21,76,,,0,0,0,,,,,,,,,,1.0
10858,Lugano (TI),2021-09-21,20211001_HKJNYDRXY,G1_05_2021_09_21,78,,,0,0,0,,,,,,,,,,1.0
10859,Lugano (TI),2021-09-21,20211001_HKJNYDRXY,G1_05_2021_09_21,88,0.0,2.0,25501,0,2,,,,,,,,,,1.0
10860,Zürich (ZH),2021-09-15,20211001_HKJNYDRXY,H1_10_2021_09_15,73,,,0,0,0,,,,,,,,1.0,,
10861,Zürich (ZH),2021-09-15,20211001_HKJNYDRXY,H1_10_2021_09_15,91,1.0,2.0,2,2,0,,,,,,,,1.0,,
10862,Zürich (ZH),2021-09-15,20211001_HKJNYDRXY,H1_10_2021_09_15,71,0.0,3.0,17,0,0,1.0,,,,,,,,,
10863,Zürich (ZH),2021-09-15,20211001_HKJNYDRXY,H1_10_2021_09_15,95,0.0,2.0,321,0,0,1.0,,,,,,,,,
10864,Zürich (ZH),2021-09-15,20211001_HKJNYDRXY,H1_10_2021_09_15,77,0.9997074740383208,1.0,6837,6835,0,,1.0,,,,,,,,
10865,Zürich (ZH),2021-09-15,20211001_HKJNYDRXY,H1_10_2021_09_15,76,1.0,2.0,941,941,0,,,,,1.0,,,1.0,,
10866,Zürich (ZH),2021-09-15,20211001_HKJNYDRXY,H1_10_2021_09_15,91,1.0,2.0,2,2,0,,,,,1.0,,,,,
10867,Zürich (ZH),2021-09-15,20211001_HKJNYDRXY,H1_10_2021_09_15,76,0.0,2.0,941,0,941,,,,,,1.0,1.0,,,
10868,Zürich (ZH),2021-09-15,20211001_HKJNYDRXY,H1_10_2021_09_15,92,0.0,2.0,317,0,0,,,,,,,,,1.0,
10869,Zürich (ZH),2021-09-15,20211001_HKJNYDRXY,H1_10_2021_09_15,72,,,0,0,0,,,1.0,,,,,,,
10870,Zürich (ZH),2021-09-15,20211001_HKJNYDRXY,H1_10_2021_09_15,78,0.0,2.0,254,0,0,,,1.0,,,,,,,
10871,Zürich (ZH),2021-09-15,20211001_HKJNYDRXY,H1_10_2021_09_15,92,0.0,3.0,317,0,0,,,1.0,,,,,,,
10872,Zürich (ZH),2021-09-15,20211001_HKJNYDRXY,H1_10_2021_09_15,93,0.0,2.0,38421,0,7,,,1.0,,,,,,,
10873,Zürich (ZH),2021-09-15,20211001_HKJNYDRXY,H1_10_2021_09_15,76,0.0,2.0,941,0,1,1.0,,,1.0,,,,,,
10874,Zürich (ZH),2021-09-15,20211001_HKJNYDRXY,H1_10_2021_09_15,73,,,0,0,0,,,,1.0,,,,,,
10875,Zürich (ZH),2021-09-15,20211001_HKJNYDRXY,H1_10_2021_09_15,72,,,0,0,0,,,,,,,,,,1.0
10876,Zürich (ZH),2021-09-15,20211001_HKJNYDRXY,H1_10_2021_09_15,75,0.0,5.0,896,0,0,,,,,,,,,,1.0
10877,Zürich (ZH),2021-09-15,20211001_HKJNYDRXY,H1_10_2021_09_15,76,0.0,7.0,941,0,0,,,,,,,,,,1.0
10878,Zürich (ZH),2021-09-15,20211001_HKJNYDRXY,H1_10_2021_09_15,78,0.0,2.0,254,0,1,,,,,,,,,,1.0
10879,Zürich (ZH),2021-09-15,20211001_HKJNYDRXY,H1_10_2021_09_15,88,0.0,2.0,970,0,0,,,,,,,,,,1.0
10880,Zürich (ZH),2021-09-16,20211001_HKJNYDRXY,A2_10_2021_09_16,73,0.0,2.0,5,0,0,,,,,,,,1.0,,
10881,Zürich (ZH),2021-09-16,20211001_HKJNYDRXY,A2_10_2021_09_16,91,1.0,2.0,172,172,2,,,,,,,,1.0,,
10882,Zürich (ZH),2021-09-16,20211001_HKJNYDRXY,A2_10_2021_09_16,71,0.0,3.0,946,0,0,1.0,,,,,,,,,
10883,Zürich (ZH),2021-09-16,20211001_HKJNYDRXY,A2_10_2021_09_16,95,0.0,2.0,13448,0,10,1.0,,,,,,,,,
10884,Zürich (ZH),2021-09-16,20211001_HKJNYDRXY,A2_10_2021_09_16,77,0.9997163120567376,1.0,49350,49336,0,,1.0,,,,,,,,
10885,Zürich (ZH),2021-09-16,20211001_HKJNYDRXY,A2_10_2021_09_16,76,1.0,2.0,949,949,7,,,,,1.0,,,1.0,,
10886,Zürich (ZH),2021-09-16,20211001_HKJNYDRXY,A2_10_2021_09_16,91,1.0,2.0,172,172,2,,,,,1.0,,,,,
10887,Zürich (ZH),2021-09-16,20211001_HKJNYDRXY,A2_10_2021_09_16,76,0.0,2.0,946,0,950,,,,,,1.0,1.0,,,
10888,Zürich (ZH),2021-09-16,20211001_HKJNYDRXY,A2_10_2021_09_16,92,0.0,2.0,20115,0,2,,,,,,,,,1.0,
10889,Zürich (ZH),2021-09-16,20211001_HKJNYDRXY,A2_10_2021_09_16,72,,,0,0,0,,,1.0,,,,,,,
10890,Zürich (ZH),2021-09-16,20211001_HKJNYDRXY,A2_10_2021_09_16,78,0.0,2.0,9172,0,0,,,1.0,,,,,,,
