,plantname,date,batch,sample,amplicon,frac,cooc,count,mut_all,mut_oneless,BR,EU,UK,ZA,IN2,IN1,IN3,AY42,mu,om
17558,Altenrhein (SG),2021-07-31,20210813_HYVMVDRXX,H4_19_2021_07_31,78,0.0,2.0,29806,0,54,,,,,,,,,,1.0
17559,Altenrhein (SG),2021-07-31,20210813_HYVMVDRXX,H4_19_2021_07_31,88,0.0,2.0,21424,0,2,,,,,,,,,,1.0
17560,Altenrhein (SG),2021-08-01,20210813_HYVMVDRXX,A5_19_2021_08_01,73,0.0,2.0,22,0,0,,,,,,,,1.0,,
17561,Altenrhein (SG),2021-08-01,20210813_HYVMVDRXX,A5_19_2021_08_01,91,0.0,2.0,20,0,0,,,,,,,,1.0,,
17562,Altenrhein (SG),2021-08-01,20210813_HYVMVDRXX,A5_19_2021_08_01,71,0.0,3.0,32579,0,0,1.0,,,,,,,,,
17563,Altenrhein (SG),2021-08-01,20210813_HYVMVDRXX,A5_19_2021_08_01,95,0.0,2.0,3478,0,2,1.0,,,,,,,,,
17564,Altenrhein (SG),2021-08-01,20210813_HYVMVDRXX,A5_19_2021_08_01,77,0.9999494055147988,1.0,19765,19764,0,,1.0,,,,,,,,
17565,Altenrhein (SG),2021-08-01,20210813_HYVMVDRXX,A5_19_2021_08_01,76,,,0,0,0,,,,,1.0,,,1.0,,
17566,Altenrhein (SG),2021-08-01,20210813_HYVMVDRXX,A5_19_2021_08_01,91,0.0,2.0,20,0,0,,,,,1.0,,,,,
17567,Altenrhein (SG),2021-08-01,20210813_HYVMVDRXX,A5_19_2021_08_01,76,,,0,0,0,,,,,,1.0,1.0,,,
17568,Altenrhein (SG),2021-08-01,20210813_HYVMVDRXX,A5_19_2021_08_01,92,0.0,2.0,4116,0,1,,,,,,,,,1.0,
17569,Altenrhein (SG),2021-08-01,20210813_HYVMVDRXX,A5_19_2021_08_01,72,,,0,0,0,,,1.0,,,,,,,
17570,Altenrhein (SG),2021-08-01,20210813_HYVMVDRXX,A5_19_2021_08_01,78,,,0,0,0,,,1.0,,,,,,,
17571,Altenrhein (SG),2021-08-01,20210813_HYVMVDRXX,A5_19_2021_08_01,92,0.4688109161793372,3.0,4104,1924,50,,,1.0,,,,,,,
17572,Altenrhein (SG),2021-08-01,20210813_HYVMVDRXX,A5_19_2021_08_01,93,0.99952816149943,2.0,137759,137694,119606,,,1.0,,,,,,,
17573,Altenrhein (SG),2021-08-01,20210813_HYVMVDRXX,A5_19_2021_08_01,76,,,0,0,0,1.0,,,1.0,,,,,,
17574,Altenrhein (SG),2021-08-01,20210813_HYVMVDRXX,A5_19_2021_08_01,73,0.0,2.0,22,0,0,,,,1.0,,,,,,
17575,Altenrhein (SG),2021-08-01,20210813_HYVMVDRXX,A5_19_2021_08_01,72,0.0,1.0,2,0,0,,,,,,,,,,1.0
17576,Altenrhein (SG),2021-08-01,20210813_HYVMVDRXX,A5_19_2021_08_01,75,0.0,5.0,3141,0,0,,,,,,,,,,1.0
17577,Altenrhein (SG),2021-08-01,20210813_HYVMVDRXX,A5_19_2021_08_01,76,,,0,0,0,,,,,,,,,,1.0
17578,Altenrhein (SG),2021-08-01,20210813_HYVMVDRXX,A5_19_2021_08_01,78,,,0,0,0,,,,,,,,,,1.0
17579,Altenrhein (SG),2021-08-01,20210813_HYVMVDRXX,A5_19_2021_08_01,88,0.0,2.0,4262,0,0,,,,,,,,,,1.0
17580,Altenrhein (SG),2021-08-02,20210813_HYVMVDRXX,B5_19_2021_08_02,73,,,0,0,0,,,,,,,,1.0,,
17581,Altenrhein (SG),2021-08-02,20210813_HYVMVDRXX,B5_19_2021_08_02,91,0.0,2.0,93,0,0,,,,,,,,1.0,,
17582,Altenrhein (SG),2021-08-02,20210813_HYVMVDRXX,B5_19_2021_08_02,71,,,0,0,0,1.0,,,,,,,,,
17583,Altenrhein (SG),2021-08-02,20210813_HYVMVDRXX,B5_19_2021_08_02,95,0.0,2.0,21515,0,4,1.0,,,,,,,,,
17584,Altenrhein (SG),2021-08-02,20210813_HYVMVDRXX,B5_19_2021_08_02,77,,,0,0,0,,1.0,,,,,,,,
17585,Altenrhein (SG),2021-08-02,20210813_HYVMVDRXX,B5_19_2021_08_02,76,1.0,2.0,2,2,0,,,,,1.0,,,1.0,,
17586,Altenrhein (SG),2021-08-02,20210813_HYVMVDRXX,B5_19_2021_08_02,91,0.0,2.0,93,0,0,,,,,1.0,,,,,
17587,Altenrhein (SG),2021-08-02,20210813_HYVMVDRXX,B5_19_2021_08_02,76,0.0,2.0,2,0,2,,,,,,1.0,1.0,,,
17588,Altenrhein (SG),2021-08-02,20210813_HYVMVDRXX,B5_19_2021_08_02,92,0.0,2.0,21973,0,2,,,,,,,,,1.0,
17589,Altenrhein (SG),2021-08-02,20210813_HYVMVDRXX,B5_19_2021_08_02,72,,,0,0,0,,,1.0,,,,,,,
17590,Altenrhein (SG),2021-08-02,20210813_HYVMVDRXX,B5_19_2021_08_02,78,0.7043990681101823,2.0,14594,10280,159,,,1.0,,,,,,,
17591,Altenrhein (SG),2021-08-02,20210813_HYVMVDRXX,B5_19_2021_08_02,92,0.6758331815698415,3.0,21964,14844,306,,,1.0,,,,,,,
17592,Altenrhein (SG),2021-08-02,20210813_HYVMVDRXX,B5_19_2021_08_02,93,0.9993542127762788,2.0,329830,329617,4015,,,1.0,,,,,,,
17593,Altenrhein (SG),2021-08-02,20210813_HYVMVDRXX,B5_19_2021_08_02,76,0.0,2.0,2,0,0,1.0,,,1.0,,,,,,
17594,Altenrhein (SG),2021-08-02,20210813_HYVMVDRXX,B5_19_2021_08_02,73,,,0,0,0,,,,1.0,,,,,,
17595,Altenrhein (SG),2021-08-02,20210813_HYVMVDRXX,B5_19_2021_08_02,72,,,0,0,0,,,,,,,,,,1.0
17596,Altenrhein (SG),2021-08-02,20210813_HYVMVDRXX,B5_19_2021_08_02,75,,,0,0,0,,,,,,,,,,1.0
17597,Altenrhein (SG),2021-08-02,20210813_HYVMVDRXX,B5_19_2021_08_02,76,0.0,7.0,2,0,0,,,,,,,,,,1.0
17598,Altenrhein (SG),2021-08-02,20210813_HYVMVDRXX,B5_19_2021_08_02,78,0.0,2.0,14592,0,23,,,,,,,,,,1.0
17599,Altenrhein (SG),2021-08-02,20210813_HYVMVDRXX,B5_19_2021_08_02,88,0.0,2.0,29680,0,0,,,,,,,,,,1.0
17600,Altenrhein (SG),2021-08-03,20210813_HYVMVDRXX,C5_19_2021_08_03,73,,,0,0,0,,,,,,,,1.0,,
17601,Altenrhein (SG),2021-08-03,20210813_HYVMVDRXX,C5_19_2021_08_03,91,0.2692307692307692,2.0,26,7,0,,,,,,,,1.0,,
17602,Altenrhein (SG),2021-08-03,20210813_HYVMVDRXX,C5_19_2021_08_03,71,,,0,0,0,1.0,,,,,,,,,
17603,Altenrhein (SG),2021-08-03,20210813_HYVMVDRXX,C5_19_2021_08_03,95,0.0,2.0,15133,0,7,1.0,,,,,,,,,
17604,Altenrhein (SG),2021-08-03,20210813_HYVMVDRXX,C5_19_2021_08_03,77,1.0,1.0,1445,1445,0,,1.0,,,,,,,,
17605,Altenrhein (SG),2021-08-03,20210813_HYVMVDRXX,C5_19_2021_08_03,76,,,0,0,0,,,,,1.0,,,1.0,,
17606,Altenrhein (SG),2021-08-03,20210813_HYVMVDRXX,C5_19_2021_08_03,91,0.2692307692307692,2.0,26,7,0,,,,,1.0,,,,,
17607,Altenrhein (SG),2021-08-03,20210813_HYVMVDRXX,C5_19_2021_08_03,76,,,0,0,0,,,,,,1.0,1.0,,,
17608,Altenrhein (SG),2021-08-03,20210813_HYVMVDRXX,C5_19_2021_08_03,92,0.0,2.0,3655,0,0,,,,,,,,,1.0,
17609,Altenrhein (SG),2021-08-03,20210813_HYVMVDRXX,C5_19_2021_08_03,72,,,0,0,0,,,1.0,,,,,,,
17610,Altenrhein (SG),2021-08-03,20210813_HYVMVDRXX,C5_19_2021_08_03,78,0.0,2.0,2181,0,0,,,1.0,,,,,,,
17611,Altenrhein (SG),2021-08-03,20210813_HYVMVDRXX,C5_19_2021_08_03,92,0.9991787571858748,3.0,3653,3650,19,,,1.0,,,,,,,
17612,Altenrhein (SG),2021-08-03,20210813_HYVMVDRXX,C5_19_2021_08_03,93,0.6467184476107597,2.0,307964,199166,87117,,,1.0,,,,,,,
17613,Altenrhein (SG),2021-08-03,20210813_HYVMVDRXX,C5_19_2021_08_03,76,,,0,0,0,1.0,,,1.0,,,,,,
17614,Altenrhein (SG),2021-08-03,20210813_HYVMVDRXX,C5_19_2021_08_03,73,,,0,0,0,,,,1.0,,,,,,
17615,Altenrhein (SG),2021-08-03,20210813_HYVMVDRXX,C5_19_2021_08_03,72,0.0,1.0,1,0,0,,,,,,,,,,1.0
17616,Altenrhein (SG),2021-08-03,20210813_HYVMVDRXX,C5_19_2021_08_03,75,0.0,5.0,646,0,0,,,,,,,,,,1.0
17617,Altenrhein (SG),2021-08-03,20210813_HYVMVDRXX,C5_19_2021_08_03,76,,,0,0,0,,,,,,,,,,1.0
17618,Altenrhein (SG),2021-08-03,20210813_HYVMVDRXX,C5_19_2021_08_03,78,0.0,2.0,2180,0,4,,,,,,,,,,1.0
17619,Altenrhein (SG),2021-08-03,20210813_HYVMVDRXX,C5_19_2021_08_03,88,0.0,2.0,872,0,0,,,,,,,,,,1.0
17620,Laupen (BE),2021-07-28,20210813_HYVMVDRXX,D5_25_2021_07_28,73,,,0,0,0,,,,,,,,1.0,,
17621,Laupen (BE),2021-07-28,20210813_HYVMVDRXX,D5_25_2021_07_28,91,,,0,0,0,,,,,,,,1.0,,
17622,Laupen (BE),2021-07-28,20210813_HYVMVDRXX,D5_25_2021_07_28,71,,,0,0,0,1.0,,,,,,,,,
17623,Laupen (BE),2021-07-28,20210813_HYVMVDRXX,D5_25_2021_07_28,95,,,0,0,0,1.0,,,,,,,,,
17624,Laupen (BE),2021-07-28,20210813_HYVMVDRXX,D5_25_2021_07_28,77,,,0,0,0,,1.0,,,,,,,,
17625,Laupen (BE),2021-07-28,20210813_HYVMVDRXX,D5_25_2021_07_28,76,,,0,0,0,,,,,1.0,,,1.0,,
17626,Laupen (BE),2021-07-28,20210813_HYVMVDRXX,D5_25_2021_07_28,91,,,0,0,0,,,,,1.0,,,,,
17627,Laupen (BE),2021-07-28,20210813_HYVMVDRXX,D5_25_2021_07_28,76,,,0,0,0,,,,,,1.0,1.0,,,
17628,Laupen (BE),2021-07-28,20210813_HYVMVDRXX,D5_25_2021_07_28,92,,,0,0,0,,,,,,,,,1.0,
17629,Laupen (BE),2021-07-28,20210813_HYVMVDRXX,D5_25_2021_07_28,72,,,0,0,0,,,1.0,,,,,,,
17630,Laupen (BE),2021-07-28,20210813_HYVMVDRXX,D5_25_2021_07_28,78,,,0,0,0,,,1.0,,,,,,,
17631,Laupen (BE),2021-07-28,20210813_HYVMVDRXX,D5_25_2021_07_28,92,,,0,0,0,,,1.0,,,,,,,
17632,Laupen (BE),2021-07-28,20210813_HYVMVDRXX,D5_25_2021_07_28,93,,,0,0,0,,,1.0,,,,,,,
17633,Laupen (BE),2021-07-28,20210813_HYVMVDRXX,D5_25_2021_07_28,76,,,0,0,0,1.0,,,1.0,,,,,,
17634,Laupen (BE),2021-07-28,20210813_HYVMVDRXX,D5_25_2021_07_28,73,,,0,0,0,,,,1.0,,,,,,
17635,Laupen (BE),2021-07-28,20210813_HYVMVDRXX,D5_25_2021_07_28,72,0.0,1.0,3,0,0,,,,,,,,,,1.0
17636,Laupen (BE),2021-07-28,20210813_HYVMVDRXX,D5_25_2021_07_28,75,,,0,0,0,,,,,,,,,,1.0
17637,Laupen (BE),2021-07-28,20210813_HYVMVDRXX,D5_25_2021_07_28,76,,,0,0,0,,,,,,,,,,1.0
17638,Laupen (BE),2021-07-28,20210813_HYVMVDRXX,D5_25_2021_07_28,78,,,0,0,0,,,,,,,,,,1.0
17639,Laupen (BE),2021-07-28,20210813_HYVMVDRXX,D5_25_2021_07_28,88,,,0,0,0,,,,,,,,,,1.0
17640,Laupen (BE),2021-07-29,20210813_HYVMVDRXX,E5_25_2021_07_29,73,,,0,0,0,,,,,,,,1.0,,
17641,Laupen (BE),2021-07-29,20210813_HYVMVDRXX,E5_25_2021_07_29,91,1.0,2.0,4,4,0,,,,,,,,1.0,,
17642,Laupen (BE),2021-07-29,20210813_HYVMVDRXX,E5_25_2021_07_29,71,,,0,0,0,1.0,,,,,,,,,
17643,Laupen (BE),2021-07-29,20210813_HYVMVDRXX,E5_25_2021_07_29,95,,,0,0,0,1.0,,,,,,,,,
17644,Laupen (BE),2021-07-29,20210813_HYVMVDRXX,E5_25_2021_07_29,77,,,0,0,0,,1.0,,,,,,,,
17645,Laupen (BE),2021-07-29,20210813_HYVMVDRXX,E5_25_2021_07_29,76,,,0,0,0,,,,,1.0,,,1.0,,
17646,Laupen (BE),2021-07-29,20210813_HYVMVDRXX,E5_25_2021_07_29,91,1.0,2.0,4,4,0,,,,,1.0,,,,,
17647,Laupen (BE),2021-07-29,20210813_HYVMVDRXX,E5_25_2021_07_29,76,,,0,0,0,,,,,,1.0,1.0,,,
17648,Laupen (BE),2021-07-29,20210813_HYVMVDRXX,E5_25_2021_07_29,92,,,0,0,0,,,,,,,,,1.0,
17649,Laupen (BE),2021-07-29,20210813_HYVMVDRXX,E5_25_2021_07_29,72,,,0,0,0,,,1.0,,,,,,,
17650,Laupen (BE),2021-07-29,20210813_HYVMVDRXX,E5_25_2021_07_29,78,,,0,0,0,,,1.0,,,,,,,
17651,Laupen (BE),2021-07-29,20210813_HYVMVDRXX,E5_25_2021_07_29,92,,,0,0,0,,,1.0,,,,,,,
17652,Laupen (BE),2021-07-29,20210813_HYVMVDRXX,E5_25_2021_07_29,93,,,0,0,0,,,1.0,,,,,,,
17653,Laupen (BE),2021-07-29,20210813_HYVMVDRXX,E5_25_2021_07_29,76,,,0,0,0,1.0,,,1.0,,,,,,
17654,Laupen (BE),2021-07-29,20210813_HYVMVDRXX,E5_25_2021_07_29,73,,,0,0,0,,,,1.0,,,,,,
17655,Laupen (BE),2021-07-29,20210813_HYVMVDRXX,E5_25_2021_07_29,72,0.0,1.0,1,0,0,,,,,,,,,,1.0
17656,Laupen (BE),2021-07-29,20210813_HYVMVDRXX,E5_25_2021_07_29,75,,,0,0,0,,,,,,,,,,1.0
17657,Laupen (BE),2021-07-29,20210813_HYVMVDRXX,E5_25_2021_07_29,76,,,0,0,0,,,,,,,,,,1.0
17658,Laupen (BE),2021-07-29,20210813_HYVMVDRXX,E5_25_2021_07_29,78,,,0,0,0,,,,,,,,,,1.0
17659,Laupen (BE),2021-07-29,20210813_HYVMVDRXX,E5_25_2021_07_29,88,,,0,0,0,,,,,,,,,,1.0
17660,Laupen (BE),2021-07-30,20210813_HYVMVDRXX,F5_25_2021_07_30,73,,,0,0,0,,,,,,,,1.0,,
17661,Laupen (BE),2021-07-30,20210813_HYVMVDRXX,F5_25_2021_07_30,91,,,0,0,0,,,,,,,,1.0,,
17662,Laupen (BE),2021-07-30,20210813_HYVMVDRXX,F5_25_2021_07_30,71,,,0,0,0,1.0,,,,,,,,,
17663,Laupen (BE),2021-07-30,20210813_HYVMVDRXX,F5_25_2021_07_30,95,,,0,0,0,1.0,,,,,,,,,
17664,Laupen (BE),2021-07-30,20210813_HYVMVDRXX,F5_25_2021_07_30,77,,,0,0,0,,1.0,,,,,,,,
17665,Laupen (BE),2021-07-30,20210813_HYVMVDRXX,F5_25_2021_07_30,76,,,0,0,0,,,,,1.0,,,1.0,,
17666,Laupen (BE),2021-07-30,20210813_HYVMVDRXX,F5_25_2021_07_30,91,,,0,0,0,,,,,1.0,,,,,
17667,Laupen (BE),2021-07-30,20210813_HYVMVDRXX,F5_25_2021_07_30,76,,,0,0,0,,,,,,1.0,1.0,,,
17668,Laupen (BE),2021-07-30,20210813_HYVMVDRXX,F5_25_2021_07_30,92,,,0,0,0,,,,,,,,,1.0,
17669,Laupen (BE),2021-07-30,20210813_HYVMVDRXX,F5_25_2021_07_30,72,,,0,0,0,,,1.0,,,,,,,
17670,Laupen (BE),2021-07-30,20210813_HYVMVDRXX,F5_25_2021_07_30,78,,,0,0,0,,,1.0,,,,,,,
17671,Laupen (BE),2021-07-30,20210813_HYVMVDRXX,F5_25_2021_07_30,92,,,0,0,0,,,1.0,,,,,,,
17672,Laupen (BE),2021-07-30,20210813_HYVMVDRXX,F5_25_2021_07_30,93,,,0,0,0,,,1.0,,,,,,,
17673,Laupen (BE),2021-07-30,20210813_HYVMVDRXX,F5_25_2021_07_30,76,,,0,0,0,1.0,,,1.0,,,,,,
17674,Laupen (BE),2021-07-30,20210813_HYVMVDRXX,F5_25_2021_07_30,73,,,0,0,0,,,,1.0,,,,,,
17675,Laupen (BE),2021-07-30,20210813_HYVMVDRXX,F5_25_2021_07_30,72,0.0,1.0,2,0,0,,,,,,,,,,1.0
17676,Laupen (BE),2021-07-30,20210813_HYVMVDRXX,F5_25_2021_07_30,75,,,0,0,0,,,,,,,,,,1.0
17677,Laupen (BE),2021-07-30,20210813_HYVMVDRXX,F5_25_2021_07_30,76,,,0,0,0,,,,,,,,,,1.0
17678,Laupen (BE),2021-07-30,20210813_HYVMVDRXX,F5_25_2021_07_30,78,,,0,0,0,,,,,,,,,,1.0
17679,Laupen (BE),2021-07-30,20210813_HYVMVDRXX,F5_25_2021_07_30,88,,,0,0,0,,,,,,,,,,1.0
17680,Laupen (BE),2021-07-31,20210813_HYVMVDRXX,G5_25_2021_07_31,73,,,0,0,0,,,,,,,,1.0,,
17681,Laupen (BE),2021-07-31,20210813_HYVMVDRXX,G5_25_2021_07_31,91,,,0,0,0,,,,,,,,1.0,,
17682,Laupen (BE),2021-07-31,20210813_HYVMVDRXX,G5_25_2021_07_31,71,,,0,0,0,1.0,,,,,,,,,
17683,Laupen (BE),2021-07-31,20210813_HYVMVDRXX,G5_25_2021_07_31,95,0.0,2.0,9482,0,6,1.0,,,,,,,,,
17684,Laupen (BE),2021-07-31,20210813_HYVMVDRXX,G5_25_2021_07_31,77,0.999825708061002,1.0,22950,22946,0,,1.0,,,,,,,,
17685,Laupen (BE),2021-07-31,20210813_HYVMVDRXX,G5_25_2021_07_31,76,,,0,0,0,,,,,1.0,,,1.0,,
17686,Laupen (BE),2021-07-31,20210813_HYVMVDRXX,G5_25_2021_07_31,91,,,0,0,0,,,,,1.0,,,,,
17687,Laupen (BE),2021-07-31,20210813_HYVMVDRXX,G5_25_2021_07_31,76,,,0,0,0,,,,,,1.0,1.0,,,
17688,Laupen (BE),2021-07-31,20210813_HYVMVDRXX,G5_25_2021_07_31,92,0.0,2.0,5091,0,0,,,,,,,,,1.0,
17689,Laupen (BE),2021-07-31,20210813_HYVMVDRXX,G5_25_2021_07_31,72,,,0,0,0,,,1.0,,,,,,,
17690,Laupen (BE),2021-07-31,20210813_HYVMVDRXX,G5_25_2021_07_31,78,,,0,0,0,,,1.0,,,,,,,
17691,Laupen (BE),2021-07-31,20210813_HYVMVDRXX,G5_25_2021_07_31,92,0.0,3.0,5098,0,0,,,1.0,,,,,,,
17692,Laupen (BE),2021-07-31,20210813_HYVMVDRXX,G5_25_2021_07_31,93,0.0,2.0,2,0,0,,,1.0,,,,,,,
17693,Laupen (BE),2021-07-31,20210813_HYVMVDRXX,G5_25_2021_07_31,76,,,0,0,0,1.0,,,1.0,,,,,,
17694,Laupen (BE),2021-07-31,20210813_HYVMVDRXX,G5_25_2021_07_31,73,,,0,0,0,,,,1.0,,,,,,
17695,Laupen (BE),2021-07-31,20210813_HYVMVDRXX,G5_25_2021_07_31,72,0.0,1.0,4,0,0,,,,,,,,,,1.0
17696,Laupen (BE),2021-07-31,20210813_HYVMVDRXX,G5_25_2021_07_31,75,,,0,0,0,,,,,,,,,,1.0
17697,Laupen (BE),2021-07-31,20210813_HYVMVDRXX,G5_25_2021_07_31,76,,,0,0,0,,,,,,,,,,1.0
17698,Laupen (BE),2021-07-31,20210813_HYVMVDRXX,G5_25_2021_07_31,78,,,0,0,0,,,,,,,,,,1.0
17699,Laupen (BE),2021-07-31,20210813_HYVMVDRXX,G5_25_2021_07_31,88,,,0,0,0,,,,,,,,,,1.0
17700,Laupen (BE),2021-08-01,20210813_HYVMVDRXX,H5_25_2021_08_01,73,,,0,0,0,,,,,,,,1.0,,
17701,Laupen (BE),2021-08-01,20210813_HYVMVDRXX,H5_25_2021_08_01,91,,,0,0,0,,,,,,,,1.0,,
17702,Laupen (BE),2021-08-01,20210813_HYVMVDRXX,H5_25_2021_08_01,71,,,0,0,0,1.0,,,,,,,,,
17703,Laupen (BE),2021-08-01,20210813_HYVMVDRXX,H5_25_2021_08_01,95,0.0,2.0,9814,0,7,1.0,,,,,,,,,
17704,Laupen (BE),2021-08-01,20210813_HYVMVDRXX,H5_25_2021_08_01,77,,,0,0,0,,1.0,,,,,,,,
17705,Laupen (BE),2021-08-01,20210813_HYVMVDRXX,H5_25_2021_08_01,76,,,0,0,0,,,,,1.0,,,1.0,,
17706,Laupen (BE),2021-08-01,20210813_HYVMVDRXX,H5_25_2021_08_01,91,,,0,0,0,,,,,1.0,,,,,
17707,Laupen (BE),2021-08-01,20210813_HYVMVDRXX,H5_25_2021_08_01,76,,,0,0,0,,,,,,1.0,1.0,,,
17708,Laupen (BE),2021-08-01,20210813_HYVMVDRXX,H5_25_2021_08_01,92,0.0,2.0,7715,0,1,,,,,,,,,1.0,
17709,Laupen (BE),2021-08-01,20210813_HYVMVDRXX,H5_25_2021_08_01,72,,,0,0,0,,,1.0,,,,,,,
17710,Laupen (BE),2021-08-01,20210813_HYVMVDRXX,H5_25_2021_08_01,78,,,0,0,0,,,1.0,,,,,,,
17711,Laupen (BE),2021-08-01,20210813_HYVMVDRXX,H5_25_2021_08_01,92,0.0,3.0,7694,0,0,,,1.0,,,,,,,
17712,Laupen (BE),2021-08-01,20210813_HYVMVDRXX,H5_25_2021_08_01,93,0.0,2.0,167658,0,20,,,1.0,,,,,,,
17713,Laupen (BE),2021-08-01,20210813_HYVMVDRXX,H5_25_2021_08_01,76,,,0,0,0,1.0,,,1.0,,,,,,
17714,Laupen (BE),2021-08-01,20210813_HYVMVDRXX,H5_25_2021_08_01,73,,,0,0,0,,,,1.0,,,,,,
17715,Laupen (BE),2021-08-01,20210813_HYVMVDRXX,H5_25_2021_08_01,72,0.0,1.0,1,0,0,,,,,,,,,,1.0
17716,Laupen (BE),2021-08-01,20210813_HYVMVDRXX,H5_25_2021_08_01,75,,,0,0,0,,,,,,,,,,1.0
17717,Laupen (BE),2021-08-01,20210813_HYVMVDRXX,H5_25_2021_08_01,76,,,0,0,0,,,,,,,,,,1.0
17718,Laupen (BE),2021-08-01,20210813_HYVMVDRXX,H5_25_2021_08_01,78,,,0,0,0,,,,,,,,,,1.0
17719,Laupen (BE),2021-08-01,20210813_HYVMVDRXX,H5_25_2021_08_01,88,0.0,2.0,6559,0,0,,,,,,,,,,1.0
17720,Laupen (BE),2021-08-02,20210813_HYVMVDRXX,A6_25_2021_08_02,73,,,0,0,0,,,,,,,,1.0,,
17721,Laupen (BE),2021-08-02,20210813_HYVMVDRXX,A6_25_2021_08_02,91,,,0,0,0,,,,,,,,1.0,,
17722,Laupen (BE),2021-08-02,20210813_HYVMVDRXX,A6_25_2021_08_02,71,,,0,0,0,1.0,,,,,,,,,
17723,Laupen (BE),2021-08-02,20210813_HYVMVDRXX,A6_25_2021_08_02,95,0.0,2.0,2,0,0,1.0,,,,,,,,,
17724,Laupen (BE),2021-08-02,20210813_HYVMVDRXX,A6_25_2021_08_02,77,,,0,0,0,,1.0,,,,,,,,
17725,Laupen (BE),2021-08-02,20210813_HYVMVDRXX,A6_25_2021_08_02,76,,,0,0,0,,,,,1.0,,,1.0,,
17726,Laupen (BE),2021-08-02,20210813_HYVMVDRXX,A6_25_2021_08_02,91,,,0,0,0,,,,,1.0,,,,,
17727,Laupen (BE),2021-08-02,20210813_HYVMVDRXX,A6_25_2021_08_02,76,,,0,0,0,,,,,,1.0,1.0,,,
17728,Laupen (BE),2021-08-02,20210813_HYVMVDRXX,A6_25_2021_08_02,92,,,0,0,0,,,,,,,,,1.0,
17729,Laupen (BE),2021-08-02,20210813_HYVMVDRXX,A6_25_2021_08_02,72,,,0,0,0,,,1.0,,,,,,,
17730,Laupen (BE),2021-08-02,20210813_HYVMVDRXX,A6_25_2021_08_02,78,,,0,0,0,,,1.0,,,,,,,
17731,Laupen (BE),2021-08-02,20210813_HYVMVDRXX,A6_25_2021_08_02,92,,,0,0,0,,,1.0,,,,,,,
17732,Laupen (BE),2021-08-02,20210813_HYVMVDRXX,A6_25_2021_08_02,93,,,0,0,0,,,1.0,,,,,,,
17733,Laupen (BE),2021-08-02,20210813_HYVMVDRXX,A6_25_2021_08_02,76,,,0,0,0,1.0,,,1.0,,,,,,
17734,Laupen (BE),2021-08-02,20210813_HYVMVDRXX,A6_25_2021_08_02,73,,,0,0,0,,,,1.0,,,,,,
17735,Laupen (BE),2021-08-02,20210813_HYVMVDRXX,A6_25_2021_08_02,72,0.0,1.0,2,0,0,,,,,,,,,,1.0
17736,Laupen (BE),2021-08-02,20210813_HYVMVDRXX,A6_25_2021_08_02,75,,,0,0,0,,,,,,,,,,1.0
17737,Laupen (BE),2021-08-02,20210813_HYVMVDRXX,A6_25_2021_08_02,76,,,0,0,0,,,,,,,,,,1.0
17738,Laupen (BE),2021-08-02,20210813_HYVMVDRXX,A6_25_2021_08_02,78,,,0,0,0,,,,,,,,,,1.0
17739,Laupen (BE),2021-08-02,20210813_HYVMVDRXX,A6_25_2021_08_02,88,,,0,0,0,,,,,,,,,,1.0
17740,Laupen (BE),2021-08-03,20210813_HYVMVDRXX,B6_25_2021_08_03,73,,,0,0,0,,,,,,,,1.0,,
17741,Laupen (BE),2021-08-03,20210813_HYVMVDRXX,B6_25_2021_08_03,91,1.0,2.0,98,98,0,,,,,,,,1.0,,
17742,Laupen (BE),2021-08-03,20210813_HYVMVDRXX,B6_25_2021_08_03,71,,,0,0,0,1.0,,,,,,,,,
17743,Laupen (BE),2021-08-03,20210813_HYVMVDRXX,B6_25_2021_08_03,95,0.0,2.0,4725,0,2,1.0,,,,,,,,,
17744,Laupen (BE),2021-08-03,20210813_HYVMVDRXX,B6_25_2021_08_03,77,0.9998021564942132,1.0,20218,20214,0,,1.0,,,,,,,,
17745,Laupen (BE),2021-08-03,20210813_HYVMVDRXX,B6_25_2021_08_03,76,,,0,0,0,,,,,1.0,,,1.0,,
17746,Laupen (BE),2021-08-03,20210813_HYVMVDRXX,B6_25_2021_08_03,91,1.0,2.0,98,98,0,,,,,1.0,,,,,
17747,Laupen (BE),2021-08-03,20210813_HYVMVDRXX,B6_25_2021_08_03,76,,,0,0,0,,,,,,1.0,1.0,,,
17748,Laupen (BE),2021-08-03,20210813_HYVMVDRXX,B6_25_2021_08_03,92,0.0,2.0,10290,0,3,,,,,,,,,1.0,
17749,Laupen (BE),2021-08-03,20210813_HYVMVDRXX,B6_25_2021_08_03,72,,,0,0,0,,,1.0,,,,,,,
17750,Laupen (BE),2021-08-03,20210813_HYVMVDRXX,B6_25_2021_08_03,78,,,0,0,0,,,1.0,,,,,,,
17751,Laupen (BE),2021-08-03,20210813_HYVMVDRXX,B6_25_2021_08_03,92,0.0,3.0,10289,0,0,,,1.0,,,,,,,
17752,Laupen (BE),2021-08-03,20210813_HYVMVDRXX,B6_25_2021_08_03,93,2.804805192255372e-06,2.0,356531,1,40,,,1.0,,,,,,,
17753,Laupen (BE),2021-08-03,20210813_HYVMVDRXX,B6_25_2021_08_03,76,,,0,0,0,1.0,,,1.0,,,,,,
17754,Laupen (BE),2021-08-03,20210813_HYVMVDRXX,B6_25_2021_08_03,73,,,0,0,0,,,,1.0,,,,,,
